transaction_id,transaction_ts,transaction_date,fraud_label,fraud_type,fraud_score,risk_bucket,alert_flag,prediction_outcome,review_rank,review_percentile,amount,channel,payment_type,merchant_category,merchant_risk_level,customer_segment,transaction_country,ip_country,currency,is_cross_border,issuer_country_mismatch,ip_country_mismatch,geo_mismatch_any_flag,card_present_flag,shared_or_low_trust_device_flag,customer_txn_count_prev_1h,customer_txn_count_prev_24h,device_txn_count_prev_1h,device_txn_count_prev_24h,payment_method_txn_count_prev_1h,payment_method_txn_count_prev_24h,merchant_fraud_rate_prior,device_fraud_rate_prior,payment_method_fraud_rate_prior,amount_to_customer_expected_ratio,amount_to_merchant_prior_mean_ratio,behavioral_novelty_score,risk_signal_score,customer_id,merchant_id,device_id,payment_method_id,in_top_1pct_review_queue,in_top_3pct_review_queue,in_top_5pct_review_queue,in_top_10pct_review_queue
TXN_000271986,2026-03-25 00:43:31,2026-03-25,1,account_takeover,0.0416757396657611,low,0,false_negative,8655,0.19233333333333333,250.37,web,credit_card,electronics,high,digital_native,ES,PT,EUR,1,1,0,1,1,0,0,0,0,0,0,0,0.0119034852546916,0.0050574712643678,0.0081481481481481,5.793415327347267,0.8572502863543436,1,4,CUST_001666,MERCH_000868,DEV_000581,PM_000136,0,0,0,0
TXN_000176647,2026-03-23 01:06:37,2026-03-23,1,account_takeover,0.0435335835114027,low,0,false_negative,8460,0.188,369.34,mobile,wallet,marketplace,medium,affluent,ES,ES,EUR,0,1,0,1,0,1,0,0,0,0,0,0,0.0397633136094674,0.0167441860465116,0.0122222222222222,1.3007435152173057,2.5521006080707567,1,4,CUST_001498,MERCH_000332,DEV_001051,PM_003576,0,0,0,0
TXN_000288061,2026-03-08 17:36:43,2026-03-08,1,stolen_card,0.0450994625366187,low,0,false_negative,8306,0.18457777777777779,238.39,mobile,credit_card,travel,high,digital_native,ES,ES,EUR,0,1,0,1,0,0,0,1,0,3,0,0,0.0398113207547169,0.0128571428571428,0.0139805825242718,6.5482880157535375,0.7268260179973716,1,4,CUST_008278,MERCH_000773,DEV_000082,PM_010091,0,0,0,0
TXN_000196828,2026-03-13 02:55:30,2026-03-13,1,stolen_card,0.0468627490921185,low,0,false_negative,8158,0.1812888888888889,68.14,mobile,credit_card,digital_services,medium,mass,ES,ES,EUR,0,1,0,1,0,1,0,0,0,0,0,0,0.0338961038961038,0.0075862068965517,0.0145454545454545,2.3879745171908837,1.0623825586739706,1,3,CUST_002465,MERCH_000113,DEV_007979,PM_008763,0,0,0,0
TXN_000045385,2026-03-10 23:52:04,2026-03-10,1,account_takeover,0.0478351378445873,low,0,false_negative,8062,0.17915555555555557,76.69,mobile,credit_card,marketplace,medium,digital_native,IT,ES,EUR,1,0,0,1,0,0,0,0,0,0,0,0,0.0431050228310502,0.0205714285714285,0.0184615384615384,3.2352799373229675,0.5406606759803947,1,3,CUST_006716,MERCH_000791,DEV_004476,PM_008973,0,0,0,0
TXN_000024766,2026-03-09 05:28:55,2026-03-09,1,account_takeover,0.0495453215997168,low,0,false_negative,7907,0.17571111111111112,90.86,web,wallet,marketplace,low,digital_native,PT,IT,EUR,1,1,0,1,0,0,0,0,0,0,0,1,0.0390443686006825,0.036,0.0716129032258064,1.1732305251701682,0.8125234210602175,2,4,CUST_004206,MERCH_000040,DEV_002857,PM_011876,0,0,0,0
TXN_000179217,2026-03-25 05:42:00,2026-03-25,1,account_takeover,0.0517427069652605,low,0,false_negative,7743,0.17206666666666667,669.44,web,wallet,electronics,medium,affluent,IT,DE,EUR,1,1,0,1,0,0,0,0,0,1,0,0,0.0324615384615384,0.0241584158415841,0.0378947368421052,2.9310624138006527,2.148664881212369,2,3,CUST_007454,MERCH_001048,DEV_000001,PM_006779,0,0,0,0
TXN_000241529,2026-03-17 23:58:20,2026-03-17,1,stolen_card,0.0517663889194713,low,0,false_negative,7741,0.17202222222222222,120.24,web,credit_card,electronics,high,mass,FR,ES,EUR,1,0,0,1,0,0,0,0,0,0,0,0,0.0381900452488687,0.0066666666666666,0.0183333333333333,0.8319188191881919,0.5379338896320549,3,4,CUST_002220,MERCH_000522,DEV_005790,PM_009554,0,0,0,0
TXN_000067509,2026-03-22 21:25:44,2026-03-22,1,stolen_card,0.054841368632613,low,0,false_negative,7521,0.16713333333333333,354.88,mobile,credit_card,electronics,high,digital_native,ES,ES,EUR,0,1,0,1,0,0,0,0,0,0,0,0,0.0093478260869565,0.0378947368421052,0.0472340425531914,6.33967657141885,1.207809583122738,2,4,CUST_007508,MERCH_000868,DEV_002238,PM_011157,0,0,0,0
TXN_000065706,2026-03-21 05:46:33,2026-03-21,1,account_takeover,0.0568268258852943,low,0,false_negative,7390,0.16422222222222221,140.45,mobile,credit_card,marketplace,low,digital_native,ES,DE,EUR,1,1,0,1,0,0,0,0,0,0,0,0,0.0354415954415954,0.0097777777777777,0.0083018867924528,2.070595916304245,1.2257277873676786,1,3,CUST_001539,MERCH_000273,DEV_003498,PM_003756,0,0,0,0
TXN_000242469,2026-03-10 23:11:56,2026-03-10,1,account_takeover,0.0605905196321185,low,0,false_negative,7168,0.1592888888888889,264.92,mobile,debit_card,marketplace,high,digital_native,DE,ES,EUR,1,0,0,1,0,0,0,1,0,1,0,1,0.0484745762711864,0.0029333333333333,0.0184615384615384,6.334535020600354,1.3984952593459743,1,4,CUST_008612,MERCH_000481,DEV_001001,PM_006834,0,0,0,0
TXN_000111944,2026-03-23 22:03:09,2026-03-23,1,stolen_card,0.0673908824943644,low,0,false_negative,6791,0.1509111111111111,43.45,web,credit_card,digital_services,high,digital_native,PT,ES,EUR,1,1,0,1,0,0,0,2,0,1,0,1,0.0771681415929203,0.0184615384615384,0.0353623188405797,1.557256169212691,0.4481725254174063,2,2,CUST_005977,MERCH_000975,DEV_007734,PM_007533,0,0,0,0
TXN_000112238,2026-03-08 18:15:07,2026-03-08,1,stolen_card,0.0721478491694036,low,0,false_negative,6579,0.1462,38.25,mobile,credit_card,marketplace,low,digital_native,ES,GB,EUR,0,1,1,1,0,0,0,0,0,0,0,0,0.0104242424242424,0.0194594594594594,0.0248275862068965,1.3708871915393654,0.7139119969125527,1,2,CUST_005977,MERCH_000739,DEV_006081,PM_007533,0,0,0,0
TXN_000297561,2026-03-16 22:39:17,2026-03-16,1,account_takeover,0.0753864330111674,low,0,false_negative,6454,0.14342222222222223,165.62,web,credit_card,electronics,medium,affluent,PT,DE,EUR,1,1,0,1,1,1,0,0,0,1,0,0,0.0168181818181818,0.01125,0.0704477611940298,1.6101414792642057,2.0245432397377043,2,4,CUST_004675,MERCH_000312,DEV_007717,PM_005300,0,0,0,0
TXN_000125509,2026-03-17 20:00:11,2026-03-17,1,stolen_card,0.0878740609689993,low,0,false_negative,5950,0.1322222222222222,213.36,mobile,debit_card,electronics,low,mass,ES,DE,EUR,1,1,0,1,0,0,0,1,0,1,0,1,0.0134545454545454,0.0177777777777777,0.0055696202531645,8.408828166053599,1.1551051829332186,2,2,CUST_005052,MERCH_000209,DEV_005131,PM_009648,0,0,0,0
TXN_000014115,2026-03-17 02:39:26,2026-03-17,1,account_takeover,0.0913650754801978,low,0,false_negative,5853,0.13006666666666666,155.73,mobile,credit_card,marketplace,low,sme,DE,IT,EUR,1,1,0,1,0,1,0,0,0,0,0,0,0.0243018867924528,0.0203333333333333,0.018,1.556816567486938,0.9921040129743188,1,3,CUST_006950,MERCH_000128,DEV_000226,PM_002162,0,0,0,0
TXN_000254879,2026-03-24 04:34:34,2026-03-24,1,account_takeover,0.0948482859031504,low,0,false_negative,5750,0.12777777777777777,171.11,web,credit_card,marketplace,low,affluent,ES,PT,EUR,1,0,0,1,0,0,0,0,0,0,0,0,0.0253083109919571,0.0091666666666666,0.0389189189189189,0.985252308600301,1.2867647262459032,2,2,CUST_002913,MERCH_000023,DEV_004213,PM_004668,0,0,0,0
TXN_000137836,2026-03-25 05:30:49,2026-03-25,1,account_takeover,0.094948394494775,low,0,false_negative,5748,0.12773333333333334,405.11,web,bank_transfer,electronics,low,sme,ES,IT,EUR,1,1,0,1,0,1,0,0,0,1,0,0,0.0122651933701657,0.0532231404958677,0.0389189189189189,4.193036760846879,1.7591789324577962,1,4,CUST_009643,MERCH_001172,DEV_005623,PM_009106,0,0,0,0
TXN_000061658,2026-03-22 02:05:52,2026-03-22,1,account_takeover,0.0982183049873328,low,0,false_negative,5661,0.1258,93.9,mobile,credit_card,travel,high,sme,ES,PT,EUR,1,1,0,1,0,0,0,0,0,0,0,1,0.0222950819672131,0.0533333333333333,0.0144,1.4617061021170612,0.3576234201718136,1,4,CUST_000340,MERCH_000389,DEV_005349,PM_005417,0,0,0,0
TXN_000087192,2026-03-26 04:32:20,2026-03-26,1,account_takeover,0.0983264618897084,low,0,false_negative,5655,0.12566666666666668,246.01,mobile,credit_card,electronics,medium,sme,ES,IT,EUR,1,0,0,1,0,1,0,1,0,1,0,1,0.0129824561403508,0.0358333333333333,0.013090909090909,3.6570402412234415,1.752803116380803,2,5,CUST_000692,MERCH_000082,DEV_004018,PM_002626,0,0,0,0
TXN_000046184,2026-03-18 02:20:35,2026-03-18,1,stolen_card,0.0993483388784796,low,0,false_negative,5626,0.12502222222222223,159.39,web,credit_card,marketplace,high,mass,ES,ES,EUR,0,1,0,1,0,0,0,0,0,1,0,0,0.034251497005988,0.003859649122807,0.028235294117647,5.78911048008981,1.3256939579075904,1,5,CUST_004884,MERCH_000909,DEV_004484,PM_006185,0,0,0,0
TXN_000174791,2026-03-22 04:36:18,2026-03-22,1,account_takeover,0.1037188812015695,low,0,false_negative,5488,0.12195555555555555,189.2,mobile,credit_card,electronics,medium,digital_native,FR,FR,EUR,0,1,0,1,0,0,0,0,0,0,0,0,0.0288372093023255,0.0228571428571428,0.0146666666666666,6.219081272084805,1.2302241688878104,1,6,CUST_008368,MERCH_000859,DEV_001943,PM_004936,0,0,0,0
TXN_000263339,2026-03-16 08:52:57,2026-03-16,1,stolen_card,0.1043073893427407,low,0,false_negative,5469,0.12153333333333333,295.86,web,credit_card,electronics,medium,digital_native,IT,PT,EUR,1,1,0,1,0,0,0,3,0,2,0,3,0.0298233215547703,0.0232258064516129,0.0389473684210526,5.647834351442683,1.1152998442674589,2,3,CUST_003637,MERCH_000514,DEV_007652,PM_007217,0,0,0,0
TXN_000092863,2026-03-16 19:11:16,2026-03-16,1,stolen_card,0.1173995772634636,low,0,false_negative,5162,0.11471111111111111,277.44,web,credit_card,marketplace,high,mass,DE,DE,EUR,0,0,0,0,0,1,0,0,0,0,0,1,0.0495617529880478,0.032,0.0161797752808988,7.273140360458765,1.468195785279198,2,3,CUST_007479,MERCH_000481,DEV_005859,PM_004727,0,0,0,0
TXN_000236431,2026-03-17 01:03:09,2026-03-17,1,stolen_card,0.1202045466259799,low,0,false_negative,5090,0.1131111111111111,209.68,mobile,credit_card,travel,low,affluent,DE,FR,EUR,1,1,0,1,0,0,0,0,0,0,0,1,0.025781990521327,0.0081481481481481,0.0063768115942028,2.6061863643111898,0.6273562546426444,1,3,CUST_000344,MERCH_000615,DEV_007280,PM_008985,0,0,0,0
TXN_000144634,2026-03-10 04:26:34,2026-03-10,1,account_takeover,0.1214530197842795,low,0,false_negative,5050,0.11222222222222222,138.05,web,wallet,travel,low,digital_native,ES,ES,EUR,0,1,0,1,0,1,0,0,0,0,0,1,0.0279999999999999,0.0443999999999999,0.0194594594594594,3.569224252692727,0.8115387113245071,2,4,CUST_005628,MERCH_001029,DEV_002786,PM_003815,0,0,0,0
TXN_000180909,2026-03-17 03:49:41,2026-03-17,1,stolen_card,0.1243628802776127,low,0,false_negative,4987,0.11082222222222222,32.04,mobile,credit_card,electronics,high,mass,IT,PT,EUR,1,0,0,1,0,0,0,0,0,0,0,0,0.029009009009009,0.0293877551020408,0.0146666666666666,2.289066897596882,0.2734850018233516,2,4,CUST_002900,MERCH_000135,DEV_004863,PM_007654,0,0,0,0
TXN_000006284,2026-03-13 19:51:14,2026-03-13,1,stolen_card,0.1285415914514134,low,0,false_negative,4908,0.10906666666666667,373.14,mobile,credit_card,marketplace,low,sme,DE,ES,EUR,1,0,0,1,0,0,0,0,0,0,0,0,0.0182716049382716,0.0472340425531914,0.0315596330275229,1.7850731692832529,2.6682445427953736,1,1,CUST_003772,MERCH_000639,DEV_002738,PM_007556,0,0,0,0
TXN_000223776,2026-03-14 03:05:42,2026-03-14,1,account_takeover,0.1332989864800605,low,0,false_negative,4819,0.10708888888888889,23.91,mobile,debit_card,electronics,medium,digital_native,ES,ES,EUR,0,1,0,1,0,1,0,1,0,0,0,0,0.019938080495356,0.0162962962962962,0.045,1.7111572318041937,0.1646659407003234,1,4,CUST_001640,MERCH_000097,DEV_001748,PM_004981,0,0,0,0
TXN_000259038,2026-03-10 17:10:29,2026-03-10,1,merchant_collusion,0.1493690433740755,low,0,false_negative,4522,0.10048888888888889,144.91,mobile,debit_card,electronics,medium,sme,ES,ES,EUR,0,1,0,1,0,0,0,0,0,0,0,0,0.1205681818181818,0.0057894736842105,0.0079999999999999,1.9979519241133987,0.7445085474351041,1,2,CUST_009037,MERCH_000460,DEV_004183,PM_009242,0,0,0,0
TXN_000184975,2026-03-21 00:45:44,2026-03-21,1,account_takeover,0.154726181938072,low,0,false_negative,4430,0.09844444444444445,314.0,web,wallet,travel,medium,digital_native,ES,GB,EUR,0,1,1,1,0,0,0,0,0,0,0,0,0.0213333333333333,0.020281690140845,0.0154838709677419,15.636682447834474,1.108681097700963,2,3,CUST_003748,MERCH_000745,DEV_001653,PM_008680,0,0,0,1
TXN_000235830,2026-03-21 00:32:11,2026-03-21,1,account_takeover,0.1584357236223834,low,0,false_negative,4371,0.09713333333333334,325.21,web,debit_card,electronics,medium,sme,IT,PT,EUR,1,1,0,1,0,0,0,1,0,0,0,1,0.0259677419354838,0.0387301587301587,0.0167441860465116,2.4224969485927628,1.92436996817367,1,2,CUST_005366,MERCH_000989,DEV_000110,PM_006482,0,0,0,1
TXN_000141342,2026-03-21 00:18:51,2026-03-21,1,account_takeover,0.1600850599545283,low,0,false_negative,4351,0.0966888888888889,101.82,mobile,wallet,marketplace,medium,digital_native,IT,IT,EUR,1,1,1,1,0,0,0,0,0,0,0,1,0.0278651685393258,0.036595744680851,0.0312820512820512,1.4195953042653853,0.6784720260732261,1,4,CUST_006797,MERCH_000565,DEV_004247,PM_011414,0,0,0,1
TXN_000167274,2026-03-10 05:55:03,2026-03-10,1,account_takeover,0.1658926410302723,low,0,false_negative,4282,0.09515555555555555,56.08,mobile,credit_card,electronics,high,sme,ES,PT,EUR,0,1,1,1,1,0,0,0,0,0,0,0,0.0332394366197183,0.0161797752808988,0.0104761904761904,0.4374606067035689,0.2640974353769248,1,3,CUST_003130,MERCH_000644,DEV_006000,PM_009838,0,0,0,1
TXN_000139538,2026-03-23 18:48:03,2026-03-23,1,stolen_card,0.1748347707705791,low,0,false_negative,4162,0.09248888888888888,29.26,web,credit_card,digital_services,medium,mass,ES,PT,EUR,0,0,1,1,0,0,0,0,0,0,0,0,0.0257317073170731,0.0084615384615384,0.0064705882352941,0.9674859473162132,0.5020951086275242,3,2,CUST_009960,MERCH_000139,DEV_000303,PM_010141,0,0,0,1
TXN_000069857,2026-03-24 00:46:16,2026-03-24,1,account_takeover,0.1783301568832495,low,0,false_negative,4119,0.09153333333333333,131.1,mobile,wallet,marketplace,medium,digital_native,ES,ES,EUR,0,1,0,1,0,1,0,1,0,1,0,1,0.0190281329923273,0.0086274509803921,0.0063768115942028,2.712135217219068,1.268699969950669,1,4,CUST_004056,MERCH_000720,DEV_006364,PM_008290,0,0,0,1
TXN_000120132,2026-03-10 19:24:17,2026-03-10,1,merchant_collusion,0.1790302795386572,low,0,false_negative,4108,0.09128888888888889,10.9,mobile,credit_card,digital_services,high,mass,IT,ES,EUR,1,0,0,1,1,0,0,0,0,2,0,1,0.2393006993006993,0.0158441558441558,0.0085714285714285,0.3204132196699282,0.1253916597290547,2,3,CUST_008533,MERCH_000910,DEV_002348,PM_000291,0,0,0,1
TXN_000156363,2026-03-25 01:43:21,2026-03-25,1,account_takeover,0.1799464960231952,low,0,false_negative,4091,0.09091111111111111,177.49,web,credit_card,marketplace,high,digital_native,DE,FR,EUR,1,0,0,1,0,1,0,0,0,1,0,1,0.0187586206896551,0.0254166666666666,0.0781481481481481,2.5297695632410613,0.9610940062058984,2,6,CUST_002402,MERCH_000917,DEV_001564,PM_004053,0,0,0,1
TXN_000096141,2026-03-23 22:47:40,2026-03-23,1,stolen_card,0.1802726537956822,low,0,false_negative,4087,0.09082222222222222,123.13,web,credit_card,electronics,high,digital_native,IT,PT,EUR,1,1,0,1,0,0,0,0,0,1,0,1,0.0370196078431372,0.0252941176470588,0.0228571428571428,5.4114331879140405,0.7334840578299423,2,4,CUST_006251,MERCH_000884,DEV_001863,PM_000981,0,0,0,1
TXN_000092726,2026-03-26 01:08:12,2026-03-26,1,stolen_card,0.209109531569212,low,0,false_negative,3794,0.08431111111111111,370.2,web,credit_card,electronics,medium,sme,FR,PT,EUR,1,1,0,1,0,0,0,0,0,0,0,0,0.0123297491039426,0.0343661971830985,0.0343661971830985,5.800036630602442,2.0715366741312318,1,3,CUST_006037,MERCH_000079,DEV_005306,PM_007992,0,0,0,1
TXN_000037969,2026-03-19 04:56:04,2026-03-19,1,account_takeover,0.2141943596472426,low,0,false_negative,3741,0.08313333333333334,71.3,web,debit_card,electronics,high,digital_native,DE,IT,EUR,0,1,1,1,1,0,0,1,0,0,0,0,0.0143933054393305,0.0277272727272727,0.0423529411764705,2.550983899821109,0.3581929112914714,1,4,CUST_000861,MERCH_000259,DEV_004659,PM_008268,0,0,0,1
TXN_000008223,2026-03-20 02:44:35,2026-03-20,1,stolen_card,0.224603551481881,low,0,false_negative,3646,0.08102222222222222,95.92,web,credit_card,electronics,low,mass,FR,ES,EUR,1,1,0,1,0,0,0,1,0,3,0,0,0.009037037037037,0.003728813559322,0.0177777777777777,2.029162194137788,0.3068060011151464,1,2,CUST_000661,MERCH_000189,DEV_007816,PM_001539,0,0,0,1
TXN_000270489,2026-03-15 22:14:06,2026-03-15,1,account_takeover,0.2318803265552285,low,0,false_negative,3588,0.07973333333333334,229.53,web,credit_card,travel,medium,digital_native,ES,IT,EUR,1,1,0,1,1,1,0,0,0,0,0,1,0.0179757085020242,0.0236065573770491,0.0321052631578947,18.3624,0.8012998071927546,1,4,CUST_007218,MERCH_000745,DEV_000380,PM_006215,0,0,0,1
TXN_000290102,2026-03-14 23:54:46,2026-03-14,1,stolen_card,0.2333296563275936,low,0,false_negative,3577,0.07948888888888889,950.0,mobile,credit_card,electronics,medium,affluent,IT,IT,EUR,0,1,0,1,0,0,0,0,0,0,0,1,0.0308713692946058,0.0051764705882352,0.0420689655172413,8.528199485486672,3.9551939354320953,2,3,CUST_004589,MERCH_000410,DEV_007075,PM_009894,0,0,0,1
TXN_000141366,2026-03-10 22:37:26,2026-03-10,1,account_takeover,0.2403520235120182,low,0,false_negative,3515,0.07811111111111112,73.93,web,credit_card,marketplace,low,affluent,ES,US,EUR,1,0,1,1,0,1,0,0,0,0,0,1,0.0248235294117647,0.0061111111111111,0.0045360824742268,0.8611477520643986,0.9948406852902132,1,2,CUST_007217,MERCH_000945,DEV_001051,PM_000845,0,0,0,1
TXN_000003640,2026-03-09 20:11:14,2026-03-09,1,stolen_card,0.2547963495523826,low,0,false_negative,3408,0.07573333333333333,135.64,mobile,credit_card,marketplace,low,sme,FR,ES,EUR,0,1,1,1,0,1,0,2,0,2,0,0,0.0017813765182186,0.0337254901960784,0.0248275862068965,1.5011692282052216,1.5381542716238843,1,3,CUST_009632,MERCH_000413,DEV_000436,PM_005086,0,0,0,1
TXN_000285402,2026-03-18 02:03:13,2026-03-18,1,account_takeover,0.258790381408651,low,0,false_negative,3386,0.07524444444444445,92.98,web,credit_card,marketplace,low,affluent,ES,FR,EUR,1,1,0,1,0,1,0,0,0,0,0,1,0.0202173913043478,0.038125,0.0387301587301587,1.5963164681343809,0.7307924154153489,1,5,CUST_005674,MERCH_000846,DEV_007023,PM_006695,0,0,0,1
TXN_000136918,2026-03-25 20:59:21,2026-03-25,1,stolen_card,0.2598451045216451,low,0,false_negative,3377,0.07504444444444444,489.7,web,credit_card,travel,medium,sme,ES,US,EUR,0,1,1,1,0,0,0,0,0,0,0,0,0.0223868312757201,0.01125,0.0099999999999999,4.857960151006255,1.5303298706165247,1,2,CUST_006106,MERCH_000920,DEV_000955,PM_011847,0,0,0,1
TXN_000207252,2026-03-15 23:51:55,2026-03-15,1,account_takeover,0.2624729061533524,low,0,false_negative,3362,0.07471111111111112,126.07,mobile,wallet,marketplace,medium,digital_native,ES,PT,EUR,0,1,1,1,0,0,0,0,0,0,0,0,0.0316897506925207,0.0125714285714285,0.0146666666666666,1.7170498878635352,1.3018112764632777,1,3,CUST_000160,MERCH_000965,DEV_004578,PM_001251,0,0,0,1
TXN_000163593,2026-03-11 02:23:08,2026-03-11,1,account_takeover,0.271419831818977,low,0,false_negative,3304,0.07342222222222222,135.21,mobile,credit_card,travel,high,digital_native,ES,DE,EUR,0,1,1,1,0,0,0,1,0,0,0,1,0.0435023041474654,0.011578947368421,0.0070967741935483,4.444493401313443,0.4086051014488129,1,5,CUST_007486,MERCH_000773,DEV_000504,PM_002249,0,0,0,1
TXN_000122608,2026-03-25 22:10:13,2026-03-25,1,stolen_card,0.2733042871667644,low,0,false_negative,3293,0.07317777777777777,255.93,web,credit_card,electronics,high,digital_native,ES,ES,EUR,0,1,0,1,0,0,0,0,0,2,0,0,0.0133333333333333,0.0834782608695652,0.0169230769230769,2.798867023703139,3.1554601855316804,1,5,CUST_000216,MERCH_000301,DEV_004595,PM_001950,0,0,0,1
TXN_000151625,2026-03-10 01:59:35,2026-03-10,1,account_takeover,0.2753998353470927,low,0,false_negative,3274,0.07275555555555556,157.74,web,bank_transfer,travel,medium,sme,ES,FR,EUR,1,1,0,1,0,1,0,1,0,2,0,0,0.0237638376383763,0.0788785046728972,0.0279674796747967,8.190862702665068,0.5187441155638407,1,5,CUST_003727,MERCH_000172,DEV_002566,PM_001142,0,0,0,1
TXN_000235121,2026-03-14 02:22:43,2026-03-14,1,account_takeover,0.2832742393006414,low,0,false_negative,3212,0.07137777777777778,52.76,mobile,wallet,travel,high,sme,ES,FR,EUR,1,1,0,1,0,1,0,1,0,1,0,1,0.0259047619047619,0.0158241758241758,0.0203333333333333,1.2352806050325136,0.1836771676439854,1,4,CUST_001873,MERCH_000290,DEV_001262,PM_001388,0,0,0,1
