payment_method_id,txn_count,fraud_count,alert_count,high_risk_count,medium_risk_count,approved_amount_sum,avg_amount,median_amount,avg_fraud_score,max_fraud_score,cross_border_count,geo_mismatch_count,ip_mismatch_count,low_trust_device_count,fraud_rate,alert_rate,high_risk_rate,cross_border_rate,geo_mismatch_rate,ip_mismatch_rate,low_trust_device_rate,payment_type,issuer_country,currency
PM_006983,4,1,0,0,2,1026.53,256.6325,219.595,0.4842937655216227,0.8110427675173049,3,4,2,3,0.25,0.0,0.0,0.75,1.0,0.5,0.75,credit_card,IT,EUR
PM_009739,3,2,0,0,1,393.87,131.29,163.13,0.4796814157219839,0.7512200337480431,3,3,2,0,0.6666666666666666,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,credit_card,PT,EUR
PM_003480,3,1,1,1,0,604.8,201.6,233.38,0.4713948358777768,0.9785536366765516,3,3,2,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,bank_transfer,ES,EUR
PM_001068,4,1,1,1,0,858.27,214.5675,113.475,0.471203210623609,0.931302733100824,2,4,1,4,0.25,0.25,0.25,0.5,1.0,0.25,1.0,debit_card,IT,EUR
PM_006426,3,0,0,0,1,168.86,56.28666666666667,23.2,0.4642913421820087,0.7857900856897422,1,3,2,0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,debit_card,ES,EUR
PM_000611,4,0,0,0,1,528.97,132.2425,99.515,0.4621808839575016,0.8314144502252631,2,3,3,0,0.0,0.0,0.0,0.5,0.75,0.75,0.0,debit_card,IT,EUR
PM_001109,3,0,0,0,1,294.92,98.30666666666667,29.94,0.4570229646058786,0.8709728358017539,1,3,2,2,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,debit_card,FR,EUR
PM_002056,6,1,2,2,0,606.26,101.04333333333334,85.775,0.4561315355349493,0.9800238460447576,3,6,2,2,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,credit_card,PT,EUR
PM_005913,4,2,1,1,1,229.13000000000002,57.282500000000006,24.005,0.45527217616784477,0.9865839589693568,3,4,2,0,0.5,0.25,0.25,0.75,1.0,0.5,0.0,credit_card,GB,EUR
PM_009285,5,0,2,2,0,590.76,118.152,70.78,0.4552581472331626,0.9744880288458908,3,5,3,4,0.0,0.4,0.4,0.6,1.0,0.6,0.8,credit_card,US,EUR
PM_000576,3,1,1,1,0,2383.5,794.5,401.27,0.45280132032279913,0.9698657485361308,3,3,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,credit_card,PT,EUR
PM_010430,5,1,0,0,2,1264.48,252.89600000000002,109.22,0.4489836229068816,0.8599235833763483,3,3,1,3,0.2,0.0,0.0,0.6,0.6,0.2,0.6,credit_card,ES,EUR
PM_006259,3,0,0,0,1,114.43,38.14333333333334,35.16,0.43905925758149067,0.8481692460307179,1,3,1,2,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,wallet,US,EUR
PM_005775,6,2,1,1,1,1221.19,203.53166666666667,172.565,0.4388530608252821,0.9252621717342538,4,6,3,1,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.0,0.5,0.16666666666666666,credit_card,IT,EUR
PM_002752,5,0,0,0,1,853.77,170.754,78.08,0.43779555639041706,0.8724188209309726,3,5,2,5,0.0,0.0,0.0,0.6,1.0,0.4,1.0,credit_card,ES,EUR
PM_002694,4,1,1,1,1,333.76,83.44,88.435,0.4365125144476681,0.9621796268990176,3,4,2,0,0.25,0.25,0.25,0.75,1.0,0.5,0.0,debit_card,PT,EUR
PM_007350,6,2,1,1,1,246.65,41.108333333333334,39.295,0.43473907399052186,0.92399905956494,3,6,3,0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,1.0,0.5,0.0,credit_card,US,EUR
PM_004566,4,1,1,1,1,1105.96,276.49,123.91499999999999,0.42714165065567217,0.9846194663612262,0,4,1,0,0.25,0.25,0.25,0.0,1.0,0.25,0.0,credit_card,GB,EUR
PM_001936,6,0,1,1,0,561.21,93.53500000000001,97.01,0.424216437822133,0.928585805953524,2,6,2,5,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.8333333333333334,credit_card,PT,EUR
PM_006419,5,0,0,0,2,642.97,128.594,104.02,0.4235747136133832,0.8761095832860436,4,5,2,0,0.0,0.0,0.0,0.8,1.0,0.4,0.0,credit_card,GB,EUR
PM_007504,7,1,2,2,1,1718.92,245.56,185.58,0.4224515849808131,0.9972356678487306,4,7,4,2,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.5714285714285714,1.0,0.5714285714285714,0.2857142857142857,credit_card,FR,EUR
PM_001047,5,0,0,0,2,1310.3899999999999,262.078,367.77,0.4220432412696199,0.8650992319860424,1,5,3,1,0.0,0.0,0.0,0.2,1.0,0.6,0.2,credit_card,GB,EUR
PM_011903,5,1,2,2,0,1992.24,398.448,192.93,0.41175626534909504,0.9802116119259844,5,5,2,5,0.2,0.4,0.4,1.0,1.0,0.4,1.0,credit_card,IT,EUR
PM_008650,5,0,0,0,1,1534.06,306.812,356.01,0.4106287682182116,0.7016313007442919,3,5,1,2,0.0,0.0,0.0,0.6,1.0,0.2,0.4,credit_card,GB,EUR
PM_003508,8,2,2,2,0,1389.33,173.66625,109.875,0.40301404124288226,0.9526045531347846,4,8,3,4,0.25,0.25,0.25,0.5,1.0,0.375,0.5,credit_card,FR,EUR
PM_011008,3,0,1,1,0,330.4,110.13333333333333,43.36,0.40242531702478107,0.9883404975559568,1,3,0,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,credit_card,US,EUR
PM_007975,4,2,1,1,0,1455.19,363.7975,394.66999999999996,0.4017272057229423,0.99619238709991,2,4,2,0,0.5,0.25,0.25,0.5,1.0,0.5,0.0,credit_card,PT,EUR
PM_006516,6,1,1,1,1,1874.3600000000001,312.3933333333334,188.935,0.4005564299958589,0.9880389684575076,5,6,3,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,1.0,0.5,0.5,credit_card,PT,EUR
PM_009176,3,0,1,1,0,1134.55,378.18333333333334,212.04,0.3967798777680391,0.9667527522011854,1,3,1,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,credit_card,FR,EUR
PM_004124,6,0,1,1,1,363.75,60.625,40.074999999999996,0.39586383351258553,0.9266530407828908,4,6,3,0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.0,0.5,0.0,credit_card,PT,EUR
PM_009702,3,0,0,0,1,361.86,120.62,119.16,0.39404417556295,0.7466017742607997,3,3,3,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,credit_card,IT,EUR
PM_004279,4,0,0,0,1,966.5999999999999,241.64999999999998,132.815,0.3911775378610364,0.8257398621178956,3,4,1,4,0.0,0.0,0.0,0.75,1.0,0.25,1.0,wallet,FR,EUR
PM_005368,3,1,1,1,0,1451.02,483.67333333333335,284.02,0.39037399572805587,0.990853551838374,3,3,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,credit_card,ES,EUR
PM_008026,4,0,0,0,1,655.03,163.7575,54.185,0.39010543773350803,0.8780643678985404,3,4,0,0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,debit_card,ES,EUR
PM_003250,7,0,0,0,3,1915.49,273.64142857142855,203.89,0.3898415122287978,0.8514445836032615,4,6,3,6,0.0,0.0,0.0,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.8571428571428571,credit_card,FR,EUR
PM_000761,5,1,1,1,1,917.84,183.568,108.99,0.3887120962415071,0.9515811240962652,3,4,2,5,0.2,0.2,0.2,0.6,0.8,0.4,1.0,wallet,ES,EUR
PM_004001,4,1,1,1,0,186.57,46.6425,52.08,0.38429867971844794,0.9713228710251194,3,4,1,0,0.25,0.25,0.25,0.75,1.0,0.25,0.0,credit_card,ES,EUR
PM_007710,4,0,1,1,0,460.05,115.0125,66.85,0.38278886359553516,0.9004779425257848,2,2,2,4,0.0,0.25,0.25,0.5,0.5,0.5,1.0,bank_transfer,ES,EUR
PM_009608,4,1,1,1,0,938.48,234.62,234.81,0.3733785800449024,0.9869136220684116,3,4,1,3,0.25,0.25,0.25,0.75,1.0,0.25,0.75,debit_card,FR,EUR
PM_004138,4,1,1,1,0,975.3,243.825,243.995,0.37213590189533985,0.9332538955485512,2,4,0,3,0.25,0.25,0.25,0.5,1.0,0.0,0.75,credit_card,US,EUR
PM_005403,3,0,1,1,0,480.01,160.00333333333333,175.61,0.37030926162519023,0.9418149756224692,1,3,1,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,credit_card,FR,EUR
PM_010559,3,0,1,1,0,233.39000000000001,77.79666666666667,96.48,0.37020393670660706,0.9252185193803129,2,2,2,2,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,credit_card,ES,EUR
PM_008060,4,0,0,0,1,691.25,172.8125,166.67000000000002,0.3683388960549388,0.8337436609091732,1,4,2,0,0.0,0.0,0.0,0.25,1.0,0.5,0.0,debit_card,PT,EUR
PM_001082,7,2,1,1,1,2118.52,302.6457142857143,217.36,0.36687361650320416,0.98976394505063,3,4,3,4,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,credit_card,ES,EUR
PM_007596,7,0,0,0,2,574.34,82.04857142857144,65.03,0.36599266351849036,0.8962606572453978,5,7,3,6,0.0,0.0,0.0,0.7142857142857143,1.0,0.42857142857142855,0.8571428571428571,debit_card,PT,EUR
PM_010370,6,0,2,2,0,1496.8799999999999,249.48,124.935,0.3650437898879999,0.9580805840394522,1,6,2,4,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.3333333333333333,0.6666666666666666,credit_card,GB,EUR
PM_001526,4,1,0,0,1,1027.86,256.965,263.275,0.36486848803633304,0.8300515319779712,2,4,1,0,0.25,0.0,0.0,0.5,1.0,0.25,0.0,debit_card,ES,EUR
PM_007385,3,1,1,1,0,781.92,260.64,156.67,0.3632938265209959,0.9936096791321244,2,3,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,credit_card,ES,EUR
PM_010870,7,0,0,0,0,1280.29,182.89857142857142,152.23,0.362266693988094,0.6935395049935668,5,7,2,0,0.0,0.0,0.0,0.7142857142857143,1.0,0.2857142857142857,0.0,credit_card,ES,EUR
PM_006443,5,0,0,0,2,652.86,130.572,101.13,0.36145920146377286,0.7509617474185083,4,4,1,0,0.0,0.0,0.0,0.8,0.8,0.2,0.0,credit_card,IT,EUR
PM_009738,11,1,0,0,3,981.38,89.21636363636364,54.07,0.36108501364473894,0.8836864820108383,9,11,5,8,0.09090909090909091,0.0,0.0,0.8181818181818182,1.0,0.45454545454545453,0.7272727272727273,debit_card,ES,EUR
PM_007019,7,1,1,1,1,605.6,86.51428571428572,91.72,0.35894766888131413,0.9521299934462216,5,6,2,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.8571428571428571,0.2857142857142857,1.0,wallet,ES,EUR
PM_011659,4,1,1,1,0,1322.6200000000001,330.65500000000003,299.435,0.35316655233807176,0.9782346220449326,1,4,2,4,0.25,0.25,0.25,0.25,1.0,0.5,1.0,wallet,GB,EUR
PM_001553,6,2,1,1,1,1142.63,190.43833333333336,57.235,0.35195238809251134,0.9907352725602754,3,6,4,3,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,1.0,0.6666666666666666,0.5,credit_card,US,EUR
PM_001003,4,0,0,0,1,264.84,66.21,52.949999999999996,0.3510356375573198,0.8881833100656918,3,4,1,1,0.0,0.0,0.0,0.75,1.0,0.25,0.25,debit_card,FR,EUR
PM_008345,5,1,1,1,1,1183.98,236.796,99.39,0.349796104968307,0.9947670122150116,4,5,2,3,0.2,0.2,0.2,0.8,1.0,0.4,0.6,credit_card,PT,EUR
PM_006243,5,0,1,1,1,729.51,145.902,57.03,0.34954600352278353,0.951714886435562,3,5,2,1,0.0,0.2,0.2,0.6,1.0,0.4,0.2,credit_card,FR,EUR
PM_002479,4,0,1,1,0,292.55,73.1375,73.72,0.34822699471752383,0.911942013863672,1,2,2,2,0.0,0.25,0.25,0.25,0.5,0.5,0.5,credit_card,ES,EUR
PM_005565,4,1,1,1,0,167.54999999999998,41.887499999999996,29.93,0.3480731848541891,0.995355375665187,3,3,2,1,0.25,0.25,0.25,0.75,0.75,0.5,0.25,wallet,ES,EUR
PM_009287,6,0,1,1,0,1076.75,179.45833333333334,82.355,0.3475883334081278,0.9118253178464104,6,6,1,5,0.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.16666666666666666,0.8333333333333334,wallet,US,EUR
PM_000278,3,1,0,0,1,1134.06,378.02,276.45,0.3471598740533734,0.8639535102135999,2,3,2,0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,debit_card,PT,EUR
PM_011883,11,0,3,3,0,1136.96,103.36,69.73,0.34351880917743755,0.9433849847952092,4,11,3,11,0.0,0.2727272727272727,0.2727272727272727,0.36363636363636365,1.0,0.2727272727272727,1.0,debit_card,PT,EUR
PM_007004,3,1,1,1,0,1140.59,380.19666666666666,133.72,0.34332809396611347,0.9911557498756786,2,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,credit_card,US,EUR
PM_010444,3,0,1,1,0,579.0500000000001,193.01666666666668,233.83,0.34203970952575363,0.928630257048348,1,3,1,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,credit_card,PT,EUR
PM_000857,3,1,1,1,0,992.1800000000001,330.7266666666667,256.69,0.3400864421366961,0.9741642181541068,2,3,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,wallet,DE,EUR
PM_007846,7,1,1,1,1,1289.22,184.17428571428573,164.62,0.3393644540531905,0.9050640090648452,6,6,2,4,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.5714285714285714,credit_card,PT,EUR
PM_000096,3,1,1,1,0,1276.0,425.3333333333333,208.76,0.33871481436290257,0.9954803418808648,2,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,credit_card,ES,EUR
PM_000903,8,0,0,0,2,257.6,32.2,35.54,0.3336174398470446,0.8870678233761439,5,8,2,2,0.0,0.0,0.0,0.625,1.0,0.25,0.25,credit_card,ES,EUR
PM_000262,3,1,1,1,0,689.98,229.99333333333334,56.13,0.33280985673029,0.9979898083145532,1,2,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,debit_card,ES,EUR
PM_005613,6,0,0,0,2,719.35,119.89166666666667,59.165000000000006,0.33136368103836317,0.8976855737643131,4,6,1,4,0.0,0.0,0.0,0.6666666666666666,1.0,0.16666666666666666,0.6666666666666666,credit_card,US,EUR
PM_010037,4,1,0,0,1,152.19,38.0475,41.545,0.3297009728331448,0.7355843993707786,0,4,2,4,0.25,0.0,0.0,0.0,1.0,0.5,1.0,debit_card,US,EUR
PM_003547,3,1,1,1,0,1264.56,421.52,175.06,0.32944911401045474,0.9680496329493088,1,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,debit_card,GB,EUR
PM_000827,3,1,1,1,0,459.83,153.27666666666667,197.02,0.32878908791394074,0.9840832930120272,3,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,debit_card,ES,EUR
PM_002539,3,1,1,1,0,114.06,38.02,28.77,0.3277986646439464,0.9826221278842312,2,2,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,credit_card,ES,EUR
PM_002879,3,0,1,1,0,678.25,226.08333333333334,153.67,0.32690228532805515,0.9721169077663214,1,3,1,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,credit_card,PT,EUR
PM_001976,3,1,1,1,0,1045.46,348.4866666666667,49.75,0.3266724273075963,0.9794572940756066,2,3,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,wallet,US,EUR
PM_004935,3,1,1,1,0,290.07,96.69,89.49,0.32640388473399434,0.978546175991266,1,2,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,credit_card,ES,EUR
PM_011284,3,1,1,1,0,328.43,109.47666666666667,92.76,0.3256753081350269,0.9174619110935892,1,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,credit_card,IT,EUR
PM_002325,6,0,0,0,1,386.78000000000003,64.46333333333334,48.15,0.32507045360581993,0.8469399555403243,2,6,3,6,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,1.0,debit_card,US,EUR
PM_008820,3,1,1,1,0,455.52000000000004,151.84,105.16,0.32497414925120494,0.9568973532709828,1,3,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,debit_card,GB,EUR
PM_011791,3,1,0,0,1,526.87,175.62333333333333,81.77,0.32291136960706196,0.8439537448848609,2,3,1,0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,credit_card,IT,EUR
PM_010310,7,0,0,0,1,926.9,132.4142857142857,87.47,0.3225319398804274,0.8342052568638303,6,7,1,6,0.0,0.0,0.0,0.8571428571428571,1.0,0.14285714285714285,0.8571428571428571,credit_card,US,EUR
PM_005151,4,0,0,0,1,1432.5,358.125,350.80999999999995,0.3223324552185251,0.7596594545025657,2,4,2,2,0.0,0.0,0.0,0.5,1.0,0.5,0.5,credit_card,GB,EUR
PM_005417,10,1,2,1,2,2449.81,244.981,176.82,0.32141786609461637,0.9356155668262548,10,10,3,0,0.1,0.2,0.1,1.0,1.0,0.3,0.0,credit_card,IT,EUR
PM_010703,7,0,1,1,1,599.62,85.66,48.73,0.32056453700139,0.9010778021936,4,7,4,3,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,1.0,0.5714285714285714,0.42857142857142855,debit_card,PT,EUR
PM_011850,3,0,1,1,0,97.84,32.61333333333334,14.56,0.3189407729358034,0.9562055181532348,3,3,1,0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,credit_card,ES,EUR
PM_006651,6,0,0,0,1,1221.74,203.62333333333333,206.23000000000002,0.3188405378065243,0.7937658614516251,2,4,3,0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,0.0,debit_card,FR,EUR
PM_006677,3,1,1,1,0,233.37,77.79,32.15,0.3174254079861893,0.9190144499425416,1,3,2,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,debit_card,FR,EUR
PM_011742,5,1,0,0,2,1053.03,210.606,138.36,0.3172119503755626,0.8318827335201547,1,5,2,3,0.2,0.0,0.0,0.2,1.0,0.4,0.6,debit_card,US,EUR
PM_003712,3,1,0,0,1,217.74,72.58,56.56,0.3156810929529851,0.8217158087529879,2,3,1,1,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,credit_card,PT,EUR
PM_010557,3,0,0,0,1,415.16,138.38666666666668,128.93,0.31502917077115195,0.8676991252335912,2,3,1,3,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,credit_card,ES,EUR
PM_008853,3,0,0,0,1,299.1,99.7,77.31,0.3139571661420578,0.8839363795097389,2,3,1,0,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,debit_card,ES,EUR
PM_008724,7,1,1,1,0,1709.42,244.20285714285714,146.09,0.3126622275599447,0.9956426781605908,6,7,1,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428571,1.0,0.14285714285714285,1.0,credit_card,ES,EUR
PM_002881,3,0,0,0,0,288.95,96.31666666666666,98.87,0.3112362976518072,0.5765272404433299,1,2,2,0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,credit_card,ES,EUR
PM_011629,3,1,0,0,1,496.80999999999995,165.60333333333332,127.66,0.3111767364158832,0.8835190481461389,2,3,0,1,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,credit_card,US,EUR
PM_008766,3,0,1,1,0,752.74,250.91333333333333,270.75,0.31006569805991596,0.9070933468950528,1,3,1,2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,bank_transfer,GB,EUR
PM_007375,6,0,0,0,2,722.53,120.42166666666667,106.035,0.3096142581834385,0.8527711726924742,3,6,1,0,0.0,0.0,0.0,0.5,1.0,0.16666666666666666,0.0,credit_card,PT,EUR
PM_005809,3,0,0,0,0,207.09,69.03,84.83,0.3078104946048242,0.6676465930342685,2,3,0,1,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,wallet,GB,EUR
PM_000454,3,0,1,1,0,115.91,38.63666666666666,30.8,0.3070921491056115,0.9206940130029388,3,3,1,2,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,debit_card,ES,EUR
PM_008789,5,0,0,0,1,930.04,186.00799999999998,85.8,0.30594331708489014,0.8758052536638811,5,5,1,3,0.0,0.0,0.0,1.0,1.0,0.2,0.6,bank_transfer,DE,EUR
PM_001103,4,1,1,1,0,509.35,127.3375,80.215,0.3032068435531166,0.9635952423725608,4,4,1,0,0.25,0.25,0.25,1.0,1.0,0.25,0.0,credit_card,US,EUR
PM_002126,3,0,1,1,0,118.23,39.410000000000004,15.68,0.30298308222715464,0.9042161628367024,2,3,1,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,credit_card,FR,EUR
PM_002262,3,1,1,1,0,436.99,145.66333333333333,139.36,0.3028942137248,0.9073607455196152,1,3,2,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,credit_card,US,EUR
PM_004738,3,1,1,1,0,263.35,87.78333333333335,72.1,0.3026367411301517,0.901165200084776,2,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,debit_card,US,EUR
PM_001430,3,0,1,1,0,151.4,50.46666666666667,26.93,0.30245252813275286,0.9049627229628008,3,3,1,0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,credit_card,ES,EUR
PM_002796,3,0,0,0,1,292.27,97.42333333333333,48.29,0.30176987666429106,0.8826431628792091,2,3,0,0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,debit_card,DE,EUR
PM_004431,9,1,2,2,0,710.54,78.94888888888889,38.41,0.30104006707617964,0.9335853033309016,7,9,3,5,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.7777777777777778,1.0,0.3333333333333333,0.5555555555555556,credit_card,ES,EUR
PM_007321,4,1,0,0,1,405.28999999999996,101.32249999999999,42.86,0.30096425209661376,0.8873717259839201,4,4,2,0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,credit_card,FR,EUR
PM_009601,6,0,1,1,1,1469.82,244.97,52.82,0.30089037627135623,0.9729381060072604,3,3,2,0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.5,0.3333333333333333,0.0,credit_card,IT,EUR
PM_011092,3,1,0,0,1,749.5699999999999,249.85666666666665,132.36,0.30083356095024005,0.8862705998285254,1,3,0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,credit_card,GB,EUR
PM_007182,3,1,1,1,0,494.55,164.85,39.3,0.3004656474544762,0.9002843070788559,1,3,2,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,credit_card,US,EUR
PM_010954,3,0,0,0,0,257.59999999999997,85.86666666666666,81.33,0.29973470608946445,0.4620870208083831,2,3,1,3,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,debit_card,GB,EUR
PM_010277,4,0,0,0,1,653.53,163.3825,151.115,0.2995580797446208,0.8175431284264637,2,4,1,4,0.0,0.0,0.0,0.5,1.0,0.25,1.0,credit_card,GB,EUR
PM_008327,4,0,1,1,0,764.09,191.0225,88.785,0.29738066454550866,0.9379834608011836,0,4,2,3,0.0,0.25,0.25,0.0,1.0,0.5,0.75,credit_card,FR,EUR
