device_id,txn_count,fraud_count,alert_count,high_risk_count,medium_risk_count,approved_amount_sum,avg_amount,median_amount,avg_fraud_score,max_fraud_score,cross_border_count,geo_mismatch_count,ip_mismatch_count,low_trust_device_count,fraud_rate,alert_rate,high_risk_rate,cross_border_rate,geo_mismatch_rate,ip_mismatch_rate,low_trust_device_rate,device_type,os_family,browser_family
DEV_001263,16,0,0,0,4,2573.94,160.87125,57.879999999999995,0.29397570988113797,0.8842583437841297,8,9,3,16,0.0,0.0,0.0,0.5,0.5625,0.1875,1.0,mobile,windows,chrome
DEV_005681,4,1,0,0,1,227.45,56.8625,54.16499999999999,0.2936281487376968,0.7952699298003871,0,4,1,4,0.25,0.0,0.0,0.0,1.0,0.25,1.0,mobile,windows,firefox
DEV_001831,6,0,1,1,0,1065.27,177.545,106.50999999999999,0.29353635922655336,0.9462232407259248,5,6,1,6,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,1.0,0.16666666666666666,1.0,tablet,android,edge
DEV_007805,3,0,0,0,0,236.22,78.74,108.77,0.2935013927027857,0.6393748570358938,3,3,0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,tablet,android,firefox
DEV_000868,4,1,1,1,0,515.81,128.9525,75.65,0.2923611071648793,0.9916966589380946,2,3,0,4,0.25,0.25,0.25,0.5,0.75,0.0,1.0,tablet,windows,chrome
DEV_000591,5,0,0,0,1,918.37,183.674,186.08,0.29225988942922443,0.8837916699581325,3,5,1,5,0.0,0.0,0.0,0.6,1.0,0.2,1.0,desktop,macos,chrome
DEV_001566,13,1,1,1,1,2566.47,197.42076923076922,159.69,0.2919105301933614,0.9346371474619056,10,13,4,0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.7692307692307693,1.0,0.3076923076923077,0.0,desktop,android,firefox
DEV_006096,9,1,1,1,1,1813.76,201.5288888888889,124.98,0.2918221219135411,0.995355375665187,5,8,3,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,mobile,windows,chrome
DEV_006472,4,1,1,1,0,388.94,97.235,89.475,0.291310233843787,0.9712513278103346,3,4,0,4,0.25,0.25,0.25,0.75,1.0,0.0,1.0,desktop,ios,firefox
DEV_003236,3,0,0,0,1,1205.12,401.70666666666665,207.67,0.2905609321696481,0.8695084285654874,2,2,1,0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,desktop,macos,safari
DEV_003932,3,0,0,0,1,376.13,125.37666666666667,41.86,0.2902522237657477,0.8684967676413934,0,2,2,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,tablet,ios,chrome
DEV_003914,7,0,0,0,2,1232.99,176.14142857142858,167.37,0.28989498265999675,0.8060822674875527,3,7,4,0,0.0,0.0,0.0,0.42857142857142855,1.0,0.5714285714285714,0.0,mobile,linux,edge
DEV_003641,7,0,0,0,2,1201.01,171.57285714285715,131.45,0.28958979650581446,0.8331101215912292,5,6,3,7,0.0,0.0,0.0,0.7142857142857143,0.8571428571428571,0.42857142857142855,1.0,desktop,windows,chrome
DEV_003036,4,0,0,0,0,1535.0,383.75,389.22,0.2894187871373391,0.5744005096981193,2,3,1,4,0.0,0.0,0.0,0.5,0.75,0.25,1.0,mobile,linux,chrome
DEV_000022,4,0,1,1,0,730.16,182.54,161.225,0.2892763586799839,0.9448482826460118,3,4,2,4,0.0,0.25,0.25,0.75,1.0,0.5,1.0,mobile,windows,chrome
DEV_001026,3,0,0,0,1,974.12,324.70666666666665,468.34,0.2886649580530345,0.8616222492270776,1,3,1,0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,mobile,macos,chrome
DEV_003618,3,1,0,0,1,227.55,75.85000000000001,80.85,0.28857166731577316,0.8597577606378959,3,3,0,0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,mobile,android,chrome
