merchant_id,txn_count,fraud_count,alert_count,high_risk_count,medium_risk_count,approved_amount_sum,avg_amount,median_amount,avg_fraud_score,max_fraud_score,cross_border_count,geo_mismatch_count,ip_mismatch_count,low_trust_device_count,fraud_rate,alert_rate,high_risk_rate,cross_border_rate,geo_mismatch_rate,ip_mismatch_rate,low_trust_device_rate,merchant_category,merchant_country,merchant_risk_level
MERCH_000275,32,5,4,4,2,8901.36,278.1675,191.515,0.23064857121255394,0.9836226859469448,22,31,8,8,0.15625,0.125,0.125,0.6875,0.96875,0.25,0.25,travel,PT,high
MERCH_000737,30,2,2,2,2,7460.28,248.676,141.31,0.2200859499190124,0.9855676534967902,23,29,6,5,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.7666666666666667,0.9666666666666667,0.2,0.16666666666666666,travel,IT,medium
MERCH_000402,29,3,3,3,2,8689.460000000001,299.636551724138,194.23,0.21669303082747418,0.9840832930120272,19,28,5,7,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.6551724137931034,0.9655172413793104,0.1724137931034483,0.2413793103448276,travel,FR,high
MERCH_000582,39,2,3,3,2,5937.42,152.24153846153845,90.65,0.21063784912816244,0.9944122810346744,17,33,6,14,0.05128205128205128,0.07692307692307693,0.07692307692307693,0.4358974358974359,0.8461538461538461,0.15384615384615385,0.358974358974359,travel,ES,medium
MERCH_001040,25,1,0,0,4,7908.9,316.356,215.6,0.20793413275956887,0.8845713442997786,10,24,7,4,0.04,0.0,0.0,0.4,0.96,0.28,0.16,travel,FR,medium
MERCH_000165,46,1,3,3,4,13755.41,299.03065217391304,260.375,0.20695678787568766,0.9534555446579656,32,46,12,11,0.021739130434782608,0.06521739130434782,0.06521739130434782,0.6956521739130435,1.0,0.2608695652173913,0.2391304347826087,electronics,DE,medium
MERCH_000339,31,1,1,1,2,5425.08,175.0025806451613,135.63,0.2064872106053355,0.9383037865900988,19,30,5,8,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.6129032258064516,0.967741935483871,0.16129032258064516,0.25806451612903225,travel,IT,low
MERCH_000607,23,1,1,1,2,7941.14,345.26695652173913,274.22,0.2063049187582024,0.93603549766547,16,22,5,3,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.6956521739130435,0.9565217391304348,0.21739130434782608,0.13043478260869565,travel,IT,high
MERCH_000164,32,2,2,2,4,6193.09,193.5340625,165.995,0.20338359440799442,0.965144120532744,16,29,8,8,0.0625,0.0625,0.0625,0.5,0.90625,0.25,0.25,electronics,FR,medium
MERCH_000187,21,2,1,1,0,8187.78,389.89428571428573,290.44,0.2007879299459803,0.9125592920253942,14,21,3,5,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.6666666666666666,1.0,0.14285714285714285,0.23809523809523808,travel,PT,high
MERCH_000488,41,1,2,2,4,9562.27,233.22609756097563,175.85,0.19928312848189447,0.928585805953524,23,41,11,15,0.024390243902439025,0.04878048780487805,0.04878048780487805,0.5609756097560976,1.0,0.2682926829268293,0.36585365853658536,electronics,FR,medium
MERCH_001150,42,1,0,0,6,6122.88,145.78285714285715,112.885,0.19904059156346174,0.8433472541962205,22,42,11,6,0.023809523809523808,0.0,0.0,0.5238095238095238,1.0,0.2619047619047619,0.14285714285714285,marketplace,IT,medium
MERCH_000555,37,3,4,4,3,4166.96,112.62054054054055,66.26,0.1961200191660058,0.9741642181541068,24,36,10,8,0.08108108108108109,0.10810810810810811,0.10810810810810811,0.6486486486486487,0.972972972972973,0.2702702702702703,0.21621621621621623,marketplace,IT,medium
MERCH_000259,37,1,1,1,5,7235.49,195.55378378378379,156.92,0.19596918874497896,0.9334076642802386,24,34,13,5,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.6486486486486487,0.918918918918919,0.35135135135135137,0.13513513513513514,electronics,DE,high
MERCH_000184,31,0,1,1,2,9123.65,294.31129032258065,236.31,0.19452002022859438,0.9117301306644784,18,31,9,10,0.0,0.03225806451612903,0.03225806451612903,0.5806451612903226,1.0,0.2903225806451613,0.3225806451612903,travel,FR,medium
MERCH_000801,33,2,2,2,2,5304.7699999999995,160.75060606060606,112.55,0.1939377139601568,0.9721579150917962,18,32,8,12,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.5454545454545454,0.9696969696969697,0.24242424242424243,0.36363636363636365,marketplace,IT,high
MERCH_000723,26,2,2,2,2,7732.71,297.4119230769231,223.24,0.1932816990092112,0.9826141275932008,13,26,8,6,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.5,1.0,0.3076923076923077,0.23076923076923078,travel,DE,high
MERCH_000557,35,2,1,1,3,12146.82,347.05199999999996,296.14,0.1931989783225988,0.9388405218292788,20,34,9,11,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.5714285714285714,0.9714285714285714,0.2571428571428571,0.3142857142857143,electronics,IT,low
MERCH_001167,32,1,1,1,2,4161.08,130.03375,106.18,0.19247973097657375,0.9534003921527184,25,31,9,8,0.03125,0.03125,0.03125,0.78125,0.96875,0.28125,0.25,travel,PT,medium
MERCH_000542,46,2,3,3,3,13349.92,290.21565217391304,297.29499999999996,0.19206745894994445,0.9764186625463932,26,42,10,12,0.043478260869565216,0.06521739130434782,0.06521739130434782,0.5652173913043478,0.9130434782608695,0.21739130434782608,0.2608695652173913,travel,ES,high
MERCH_001039,37,2,3,3,1,8772.04,237.08216216216218,169.74,0.19202191102467595,0.9471503549735466,12,32,10,11,0.05405405405405406,0.08108108108108109,0.08108108108108109,0.32432432432432434,0.8648648648648649,0.2702702702702703,0.2972972972972973,travel,ES,medium
MERCH_000928,29,2,2,2,3,7772.95,268.03275862068966,262.7,0.19177816215126015,0.9289862173715604,14,21,5,6,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.4827586206896552,0.7241379310344828,0.1724137931034483,0.20689655172413793,travel,ES,high
MERCH_000365,31,2,3,3,2,11478.06,370.26,326.89,0.18988847593251396,0.9681816855885572,15,27,7,9,0.06451612903225806,0.0967741935483871,0.0967741935483871,0.4838709677419355,0.8709677419354839,0.22580645161290322,0.2903225806451613,travel,FR,medium
MERCH_000977,52,1,5,5,2,13279.15,255.36826923076922,210.475,0.18769159354887083,0.9892339109295096,32,48,16,11,0.019230769230769232,0.09615384615384616,0.09615384615384616,0.6153846153846154,0.9230769230769231,0.3076923076923077,0.21153846153846154,electronics,IT,medium
MERCH_000639,32,2,1,1,4,5244.7300000000005,163.89781250000001,112.075,0.1855304345581018,0.9410684395614376,16,32,6,7,0.0625,0.03125,0.03125,0.5,1.0,0.1875,0.21875,marketplace,DE,low
MERCH_000884,38,2,0,0,4,6876.54,180.96157894736842,117.79499999999999,0.18371212057962594,0.8953033235681468,24,35,7,10,0.05263157894736842,0.0,0.0,0.631578947368421,0.9210526315789473,0.18421052631578946,0.2631578947368421,electronics,IT,high
MERCH_000013,38,1,1,1,3,13629.69,358.67605263157895,223.60500000000002,0.1822968867491517,0.927871837676563,16,33,12,6,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.42105263157894735,0.868421052631579,0.3157894736842105,0.15789473684210525,travel,ES,medium
MERCH_000507,35,0,2,1,3,7379.61,210.846,184.35,0.1817122249447709,0.9266530407828908,18,34,6,12,0.0,0.05714285714285714,0.02857142857142857,0.5142857142857142,0.9714285714285714,0.17142857142857143,0.34285714285714286,electronics,IT,low
MERCH_000182,52,2,2,2,4,8010.31,154.0444230769231,100.78999999999999,0.18014321941946576,0.9511280085637164,32,48,12,11,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.6153846153846154,0.9230769230769231,0.23076923076923078,0.21153846153846154,marketplace,IT,medium
MERCH_001103,34,0,1,1,2,8043.66,236.57823529411763,206.34,0.17802482570342956,0.9002359956427481,19,31,5,5,0.0,0.029411764705882353,0.029411764705882353,0.5588235294117647,0.9117647058823529,0.14705882352941177,0.14705882352941177,travel,IT,high
MERCH_000380,35,0,3,3,2,12902.49,368.64257142857144,311.08,0.17695715724310532,0.9435208827935598,20,30,8,9,0.0,0.08571428571428572,0.08571428571428572,0.5714285714285714,0.8571428571428571,0.22857142857142856,0.2571428571428571,travel,ES,medium
MERCH_001108,25,1,1,1,1,7412.7,296.508,230.07,0.17608597637805745,0.9515811240962652,13,24,3,9,0.04,0.04,0.04,0.52,0.96,0.12,0.36,travel,FR,medium
MERCH_000208,27,0,1,1,2,4191.97,155.25814814814817,137.72,0.17589270258246306,0.9109742022088568,20,26,5,7,0.0,0.037037037037037035,0.037037037037037035,0.7407407407407407,0.9629629629629629,0.18518518518518517,0.25925925925925924,marketplace,DE,medium
MERCH_000901,50,2,1,1,4,7913.87,158.2774,112.525,0.17420170546595226,0.9927664572227776,17,43,11,11,0.04,0.02,0.02,0.34,0.86,0.22,0.22,marketplace,ES,medium
MERCH_000108,35,4,3,3,1,9774.98,279.28514285714283,252.12,0.1736791147926169,0.9833543740141716,26,35,6,12,0.11428571428571428,0.08571428571428572,0.08571428571428572,0.7428571428571429,1.0,0.17142857142857143,0.34285714285714286,travel,FR,medium
MERCH_000506,26,3,2,2,1,4212.01,162.00038461538463,117.015,0.17170768381167803,0.9817450653500934,16,26,5,5,0.11538461538461539,0.07692307692307693,0.07692307692307693,0.6153846153846154,1.0,0.19230769230769232,0.19230769230769232,marketplace,PT,high
MERCH_000955,39,1,1,1,3,8827.44,226.3446153846154,199.95,0.1706452136271569,0.9496517836665408,18,30,8,11,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.46153846153846156,0.7692307692307693,0.20512820512820512,0.28205128205128205,travel,ES,high
MERCH_000902,49,3,3,3,1,7469.0199999999995,152.42897959183674,73.48,0.1703811432189198,0.9656416142111424,19,38,11,7,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.3877551020408163,0.7755102040816326,0.22448979591836735,0.14285714285714285,marketplace,ES,high
MERCH_000218,39,1,2,2,3,8297.880000000001,212.76615384615388,162.1,0.1700022116591551,0.9210033631062748,28,36,7,8,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.717948717948718,0.9230769230769231,0.1794871794871795,0.20512820512820512,electronics,DE,low
MERCH_000888,35,0,2,2,2,11246.76,321.336,238.42,0.16682712270537303,0.9597717111950363,16,33,12,6,0.0,0.05714285714285714,0.05714285714285714,0.45714285714285713,0.9428571428571428,0.34285714285714286,0.17142857142857143,travel,IT,medium
MERCH_000747,27,2,1,1,2,7332.01,271.5559259259259,206.94,0.16639738604473012,0.9037003825423756,14,27,4,10,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.5185185185185185,1.0,0.14814814814814814,0.37037037037037035,travel,DE,medium
MERCH_000584,47,0,1,1,4,8234.34,175.19872340425533,108.34,0.1653014528075915,0.957259544470642,32,45,11,13,0.0,0.02127659574468085,0.02127659574468085,0.6808510638297872,0.9574468085106383,0.23404255319148937,0.2765957446808511,electronics,PT,low
MERCH_000328,40,4,2,2,2,4699.63,117.49075,69.06,0.1640086875421221,0.9526045531347846,22,38,10,9,0.1,0.05,0.05,0.55,0.95,0.25,0.225,marketplace,FR,high
MERCH_000731,45,1,2,2,3,9236.79,205.26200000000003,173.24,0.16345491187599126,0.9680496329493088,11,37,10,10,0.022222222222222223,0.044444444444444446,0.044444444444444446,0.24444444444444444,0.8222222222222222,0.2222222222222222,0.2222222222222222,electronics,ES,medium
MERCH_000444,20,0,1,1,0,6154.84,307.742,232.885,0.16333246718722014,0.9729381060072604,15,19,5,0,0.0,0.05,0.05,0.75,0.95,0.25,0.0,travel,FR,high
MERCH_000749,40,4,3,3,4,5344.23,133.60575,99.555,0.16331511027382342,0.9973041824883528,24,40,10,12,0.1,0.075,0.075,0.6,1.0,0.25,0.3,marketplace,IT,high
MERCH_000436,48,0,1,1,2,7508.56,156.42833333333334,134.13,0.16298854432269216,0.9117796486911176,32,47,8,17,0.0,0.020833333333333332,0.020833333333333332,0.6666666666666666,0.9791666666666666,0.16666666666666666,0.3541666666666667,electronics,DE,low
MERCH_000919,47,3,2,2,3,7221.79,153.65510638297872,106.89,0.16298532532374083,0.9896571268161684,32,47,9,11,0.06382978723404255,0.0425531914893617,0.0425531914893617,0.6808510638297872,1.0,0.19148936170212766,0.23404255319148937,marketplace,IT,low
MERCH_000995,27,1,0,0,2,6971.9800000000005,258.2214814814815,232.19,0.16233947125498652,0.7792140160113725,13,26,4,9,0.037037037037037035,0.0,0.0,0.48148148148148145,0.9629629629629629,0.14814814814814814,0.3333333333333333,travel,FR,high
MERCH_001048,34,5,4,4,0,9803.92,288.35058823529414,259.56,0.1622875941501166,0.9515894069460628,26,34,10,5,0.14705882352941177,0.11764705882352941,0.11764705882352941,0.7647058823529411,1.0,0.29411764705882354,0.14705882352941177,electronics,IT,medium
MERCH_000227,33,2,0,0,3,8700.35,263.64696969696973,199.71,0.16168743447375133,0.8874681337599363,23,32,5,12,0.06060606060606061,0.0,0.0,0.696969696969697,0.9696969696969697,0.15151515151515152,0.36363636363636365,travel,DE,medium
MERCH_001000,36,4,2,2,3,5895.12,163.75333333333333,114.255,0.16145687927452232,0.9810299360346604,23,35,6,8,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.6388888888888888,0.9722222222222222,0.16666666666666666,0.2222222222222222,marketplace,FR,medium
MERCH_001018,36,2,2,2,2,13453.74,373.715,310.125,0.1614354014183165,0.9776751987656468,22,34,7,8,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.6111111111111112,0.9444444444444444,0.19444444444444445,0.2222222222222222,travel,IT,high
MERCH_000912,33,4,2,2,2,4199.62,127.26121212121211,67.74,0.1607078684038941,0.9935012403288368,21,30,6,11,0.12121212121212122,0.06060606060606061,0.06060606060606061,0.6363636363636364,0.9090909090909091,0.18181818181818182,0.3333333333333333,marketplace,FR,medium
MERCH_000593,25,1,2,2,0,2799.49,111.97959999999999,80.87,0.159958468724015,0.9976144359960094,11,25,4,8,0.04,0.08,0.08,0.44,1.0,0.16,0.32,travel,IT,medium
MERCH_000195,46,0,0,0,5,16983.14,369.1986956521739,316.725,0.15980209495020276,0.8858992245472829,14,39,9,16,0.0,0.0,0.0,0.30434782608695654,0.8478260869565217,0.1956521739130435,0.34782608695652173,travel,ES,medium
MERCH_000758,40,4,2,2,3,4178.44,104.46099999999998,59.545,0.15882608899136572,0.9956809224914908,24,39,8,8,0.1,0.05,0.05,0.6,0.975,0.2,0.2,electronics,DE,medium
MERCH_000253,47,1,1,1,2,13818.01,294.00021276595743,214.4,0.1586761584179412,0.9448482826460118,15,38,9,17,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.3191489361702128,0.8085106382978723,0.19148936170212766,0.3617021276595745,electronics,ES,medium
MERCH_000283,41,1,1,1,3,12394.69,302.30951219512195,247.24,0.15847497380087627,0.9545211016711338,23,40,10,9,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.5609756097560976,0.975609756097561,0.24390243902439024,0.21951219512195122,electronics,DE,low
MERCH_000474,37,2,2,2,2,4047.14,109.38216216216216,67.5,0.15841346477688972,0.989708488623634,24,36,9,12,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.6486486486486487,0.972972972972973,0.24324324324324326,0.32432432432432434,marketplace,PT,high
MERCH_000431,29,0,0,0,2,9532.78,328.71655172413796,256.59,0.1576637437137063,0.7774055643792772,23,28,4,5,0.0,0.0,0.0,0.7931034482758621,0.9655172413793104,0.13793103448275862,0.1724137931034483,travel,IT,low
MERCH_000821,35,1,1,1,1,4743.92,135.54057142857144,87.61,0.15743616404733451,0.9940382804871892,21,32,8,12,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.6,0.9142857142857143,0.22857142857142856,0.34285714285714286,digital_services,IT,medium
MERCH_001078,27,1,1,1,1,10584.06,392.0022222222222,323.39,0.1573659620276483,0.964335345936221,17,24,5,6,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.6296296296296297,0.8888888888888888,0.18518518518518517,0.2222222222222222,travel,FR,high
MERCH_000565,41,1,0,0,4,6763.62,164.96634146341464,142.28,0.15734931466719443,0.8876153857257543,23,39,5,15,0.024390243902439025,0.0,0.0,0.5609756097560976,0.9512195121951219,0.12195121951219512,0.36585365853658536,marketplace,IT,medium
MERCH_000241,53,0,1,1,2,6614.33,124.79867924528301,84.58,0.157288777096361,0.9542054904625856,26,51,8,15,0.0,0.018867924528301886,0.018867924528301886,0.49056603773584906,0.9622641509433962,0.1509433962264151,0.2830188679245283,marketplace,IT,medium
MERCH_000245,40,1,2,2,2,6191.84,154.796,130.29,0.15726071190897992,0.9190144499425416,19,40,9,7,0.025,0.05,0.05,0.475,1.0,0.225,0.175,electronics,IT,medium
MERCH_000067,47,2,2,2,4,10350.23,220.2176595744681,169.7,0.15706628174645954,0.9327064055046324,21,37,10,9,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.44680851063829785,0.7872340425531915,0.2127659574468085,0.19148936170212766,electronics,ES,medium
MERCH_001076,31,1,1,1,1,10933.960000000001,352.70838709677423,280.29,0.1566271094065901,0.9364629601367656,20,29,5,6,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.6451612903225806,0.9354838709677419,0.16129032258064516,0.1935483870967742,travel,DE,medium
MERCH_001098,33,1,0,0,3,8919.89,270.2996969696969,208.44,0.1564776315348511,0.8032898302921064,22,31,8,9,0.030303030303030304,0.0,0.0,0.6666666666666666,0.9393939393939394,0.24242424242424243,0.2727272727272727,travel,FR,medium
MERCH_000740,26,1,0,0,3,11478.96,441.4984615384615,348.64,0.15597995916309876,0.8568663575808607,13,25,4,7,0.038461538461538464,0.0,0.0,0.5,0.9615384615384616,0.15384615384615385,0.2692307692307692,travel,PT,high
MERCH_001044,39,2,1,1,2,12582.87,322.6376923076923,321.67,0.15591985165808572,0.9141416146514424,29,39,11,12,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.7435897435897436,1.0,0.28205128205128205,0.3076923076923077,electronics,DE,low
MERCH_000536,57,0,2,2,2,8537.42,149.77929824561403,113.82,0.1553542284593394,0.953691408768994,37,56,14,14,0.0,0.03508771929824561,0.03508771929824561,0.6491228070175439,0.9824561403508771,0.24561403508771928,0.24561403508771928,marketplace,PT,high
MERCH_000042,39,0,1,1,2,12107.83,310.4571794871795,270.59,0.15506868387931577,0.9671911903852642,14,32,9,10,0.0,0.02564102564102564,0.02564102564102564,0.358974358974359,0.8205128205128205,0.23076923076923078,0.2564102564102564,travel,ES,high
MERCH_000850,40,1,1,1,3,9148.11,228.70275,179.28,0.1549116907958315,0.9580805840394522,12,37,8,16,0.025,0.025,0.025,0.3,0.925,0.2,0.4,electronics,ES,high
MERCH_000387,36,1,2,2,2,5454.37,151.5102777777778,119.925,0.15468174780635968,0.9829178058158152,22,35,6,9,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.6111111111111112,0.9722222222222222,0.16666666666666666,0.25,electronics,IT,medium
MERCH_000312,43,3,2,2,2,5056.76,117.59906976744186,75.11,0.15386723975055316,0.9978482336376796,28,42,9,10,0.06976744186046512,0.046511627906976744,0.046511627906976744,0.6511627906976745,0.9767441860465116,0.20930232558139536,0.23255813953488372,electronics,PT,medium
MERCH_000976,32,1,1,1,2,4161.2,130.0375,82.305,0.1530967258441163,0.9907352725602754,19,29,4,8,0.03125,0.03125,0.03125,0.59375,0.90625,0.125,0.25,travel,IT,high
MERCH_000533,33,1,2,2,1,4827.17,146.2778787878788,94.29,0.1526723047492719,0.992289914333371,21,31,8,8,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.6363636363636364,0.9393939393939394,0.24242424242424243,0.24242424242424243,marketplace,DE,high
MERCH_000858,53,4,4,4,0,6419.91,121.13037735849056,68.58,0.15259635295722693,0.9954803418808648,17,38,7,11,0.07547169811320754,0.07547169811320754,0.07547169811320754,0.32075471698113206,0.7169811320754716,0.1320754716981132,0.20754716981132076,electronics,ES,high
MERCH_000755,29,2,0,0,1,7983.65,275.298275862069,241.28,0.15217025988358,0.7706179712878568,20,29,6,6,0.06896551724137931,0.0,0.0,0.6896551724137931,1.0,0.20689655172413793,0.20689655172413793,travel,FR,high
MERCH_000237,33,0,1,1,2,3966.84,120.20727272727274,103.22,0.151927709278765,0.9169181995392124,17,30,7,7,0.0,0.030303030303030304,0.030303030303030304,0.5151515151515151,0.9090909090909091,0.21212121212121213,0.21212121212121213,marketplace,DE,low
MERCH_000987,30,0,0,0,1,6622.84,220.76133333333334,160.2,0.15188348006293914,0.8619932521840641,15,29,5,3,0.0,0.0,0.0,0.5,0.9666666666666667,0.16666666666666666,0.1,electronics,IT,medium
MERCH_000972,38,2,1,1,2,5224.01,137.47394736842105,100.39,0.15163497316963237,0.9198437868819352,29,37,8,9,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.7631578947368421,0.9736842105263158,0.21052631578947367,0.23684210526315788,electronics,FR,medium
MERCH_000290,33,1,1,1,2,8438.67,255.71727272727273,211.36,0.1509016420967745,0.9116240152815802,18,31,6,9,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.5454545454545454,0.9393939393939394,0.18181818181818182,0.2727272727272727,travel,ES,high
MERCH_000530,46,1,1,1,2,8918.65,193.8836956521739,140.62,0.15090109658406883,0.9323887555619824,24,44,9,9,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.5217391304347826,0.9565217391304348,0.1956521739130435,0.1956521739130435,electronics,PT,high
