transaction_id,transaction_ts,transaction_date,fraud_label,fraud_type,fraud_score,risk_bucket,alert_flag,prediction_outcome,review_rank,review_percentile,amount,channel,payment_type,merchant_category,merchant_risk_level,customer_segment,transaction_country,ip_country,currency,is_cross_border,issuer_country_mismatch,ip_country_mismatch,geo_mismatch_any_flag,card_present_flag,shared_or_low_trust_device_flag,customer_txn_count_prev_1h,customer_txn_count_prev_24h,device_txn_count_prev_1h,device_txn_count_prev_24h,payment_method_txn_count_prev_1h,payment_method_txn_count_prev_24h,merchant_fraud_rate_prior,device_fraud_rate_prior,payment_method_fraud_rate_prior,amount_to_customer_expected_ratio,amount_to_merchant_prior_mean_ratio,behavioral_novelty_score,risk_signal_score,customer_id,merchant_id,device_id,payment_method_id,in_top_1pct_review_queue,in_top_3pct_review_queue,in_top_5pct_review_queue,in_top_10pct_review_queue,alert_rank
TXN_000051665,2026-03-08 22:26:47,2026-03-08,1,stolen_card,0.9976144359960094,high,1,true_positive,11,0.00024444444444444443,662.42,web,debit_card,travel,medium,mass,IT,FR,EUR,0,1,1,1,0,0,0,2,0,2,0,2,0.021871921182266,0.0244067796610169,0.0563934426229508,28.293953899403487,4.9400524394448295,2,3,CUST_006360,MERCH_000593,DEV_002548,PM_001410,1,1,1,1,11
TXN_000291688,2026-03-20 17:10:11,2026-03-20,1,stolen_card,0.9976103165037192,high,1,true_positive,12,0.0002666666666666667,643.93,mobile,debit_card,digital_services,high,sme,FR,US,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.2078321678321678,0.016551724137931,0.0232258064516129,4.664463763776694,6.974149064903802,1,5,CUST_006022,MERCH_001028,DEV_004403,PM_005551,1,1,1,1,12
TXN_000144194,2026-03-19 08:35:26,2026-03-19,1,stolen_card,0.9975109667690132,high,1,true_positive,13,0.0002888888888888889,83.53,web,debit_card,digital_services,high,mass,FR,GB,EUR,1,0,1,1,0,0,0,0,0,0,0,0,0.2050526315789473,0.0257142857142857,0.0369230769230769,3.2988283821141784,0.904354828364011,2,4,CUST_001552,MERCH_001028,DEV_005920,PM_006168,1,1,1,1,13
TXN_000096453,2026-03-17 01:05:48,2026-03-17,1,stolen_card,0.9973041824883528,high,1,true_positive,14,0.0003111111111111111,950.0,web,debit_card,marketplace,high,sme,IT,FR,EUR,1,1,1,1,0,0,1,1,1,1,1,3,0.0261971830985915,0.0141040462427745,0.0108270676691729,30.77490462271462,7.765354998715063,2,5,CUST_008828,MERCH_000749,DEV_000543,PM_001463,1,1,1,1,14
TXN_000218179,2026-03-15 07:44:44,2026-03-15,1,merchant_collusion,0.997304136023504,high,1,true_positive,15,0.0003333333333333333,311.91,mobile,credit_card,digital_services,high,digital_native,IT,US,EUR,1,0,1,1,1,1,0,0,0,0,0,0,0.2387796610169491,0.0107317073170731,0.049009009009009,4.955743648260222,3.591277209785663,1,6,CUST_003445,MERCH_000910,DEV_005704,PM_000223,1,1,1,1,15
TXN_000234407,2026-03-25 05:19:58,2026-03-25,1,stolen_card,0.997263777149333,high,1,true_positive,16,0.00035555555555555557,670.73,mobile,debit_card,marketplace,medium,sme,ES,ES,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.038921832884097,0.128,0.0271698113207547,11.362759445563633,8.770714219454286,1,7,CUST_001412,MERCH_000970,DEV_005771,PM_006366,1,1,1,1,16
TXN_000201793,2026-03-13 22:47:21,2026-03-13,1,merchant_collusion,0.9972356678487306,high,1,true_positive,17,0.00037777777777777777,486.51,mobile,credit_card,digital_services,high,affluent,PT,GB,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.2218050541516245,0.0448484848484848,0.0554838709677419,4.911085619895384,4.748061214802438,1,4,CUST_002509,MERCH_000566,DEV_001492,PM_007504,1,1,1,1,17
TXN_000019131,2026-03-09 03:38:25,2026-03-09,1,stolen_card,0.9971251732823916,high,1,true_positive,18,0.0004,866.3,web,credit_card,marketplace,high,digital_native,DE,GB,EUR,1,1,1,1,0,0,0,0,0,2,0,0,0.2539016393442623,0.0171428571428571,0.0091666666666666,8.548220709204589,6.116973834037455,3,8,CUST_004250,MERCH_000487,DEV_003122,PM_009222,1,1,1,1,18
TXN_000073846,2026-03-17 00:50:12,2026-03-17,1,stolen_card,0.9970272582099272,high,1,true_positive,19,0.0004222222222222222,302.75,web,credit_card,digital_services,medium,mass,DE,DE,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.052,0.0063768115942028,0.0198373983739837,10.242939711479725,4.421573481366592,1,5,CUST_004648,MERCH_000068,DEV_006361,PM_004838,1,1,1,1,19
TXN_000193304,2026-03-08 19:19:04,2026-03-08,1,merchant_collusion,0.9969210940739436,high,1,true_positive,20,0.00044444444444444447,850.0,mobile,debit_card,digital_services,high,mass,FR,ES,EUR,1,1,0,1,0,0,0,0,0,0,0,0,0.2217910447761193,0.0305,0.0053012048192771,70.4839258377275,7.105576461800448,1,4,CUST_008884,MERCH_000697,DEV_002969,PM_004450,1,1,1,1,20
TXN_000144372,2026-03-20 08:21:26,2026-03-20,1,stolen_card,0.996865017247868,high,1,true_positive,21,0.00046666666666666666,950.0,mobile,credit_card,marketplace,high,sme,IT,FR,EUR,1,1,1,1,0,0,0,2,0,3,0,2,0.0368904593639575,0.0107462686567164,0.0163758389261744,10.376884223714306,10.368971025397236,1,4,CUST_009964,MERCH_000349,DEV_001811,PM_011674,1,1,1,1,21
TXN_000080393,2026-03-20 04:46:30,2026-03-20,1,stolen_card,0.9967154740940776,high,1,true_positive,22,0.0004888888888888889,405.61,web,credit_card,digital_services,medium,sme,ES,US,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.0186941580756013,0.0175999999999999,0.0358823529411764,5.536950716839912,6.771464935036134,2,6,CUST_009490,MERCH_000763,DEV_005413,PM_004312,1,1,1,1,22
TXN_000151467,2026-03-08 22:34:52,2026-03-08,1,merchant_collusion,0.996536655699677,high,1,true_positive,23,0.0005111111111111112,482.53,web,bank_transfer,digital_services,high,sme,FR,FR,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.2137878787878787,0.0413559322033898,0.0513432835820895,3.0056400024915675,5.002652222351579,1,7,CUST_005364,MERCH_000324,DEV_002583,PM_002477,1,1,1,1,23
TXN_000277619,2026-03-20 19:39:33,2026-03-20,1,merchant_collusion,0.9964548261276716,high,1,true_positive,24,0.0005333333333333334,325.54,web,wallet,digital_services,high,affluent,IT,GB,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.24,0.0192,0.005432098765432,5.586793015967767,3.721517459320079,1,5,CUST_002533,MERCH_000910,DEV_007637,PM_010822,1,1,1,1,24
TXN_000088409,2026-03-23 18:06:56,2026-03-23,1,stolen_card,0.9964136022681273,high,1,true_positive,25,0.0005555555555555556,950.0,web,debit_card,digital_services,high,affluent,ES,US,EUR,1,1,1,1,0,0,0,0,0,0,0,2,0.0434951456310679,0.0062857142857142,0.033076923076923,12.115160903022725,12.723135670194822,2,4,CUST_005863,MERCH_000255,DEV_002732,PM_003517,1,1,1,1,25
TXN_000100722,2026-03-23 05:09:53,2026-03-23,1,account_takeover,0.9963314703228346,high,1,true_positive,26,0.0005777777777777778,534.38,mobile,wallet,electronics,medium,digital_native,PT,DE,EUR,1,1,1,1,0,1,0,0,0,2,0,1,0.0197101449275362,0.0065671641791044,0.0072131147540983,49.65790117217431,6.509569882291138,1,5,CUST_004487,MERCH_000312,DEV_006676,PM_011635,1,1,1,1,26
TXN_000102438,2026-03-10 03:46:14,2026-03-10,1,account_takeover,0.996272817179445,high,1,true_positive,27,0.0006,1200.0,mobile,credit_card,marketplace,high,affluent,IT,GB,EUR,1,1,1,1,1,1,0,0,0,0,0,0,0.0275555555555555,0.0102325581395348,0.0057894736842105,11.602049695446196,11.182005022956655,1,7,CUST_003040,MERCH_000483,DEV_002576,PM_001141,1,1,1,1,27
TXN_000165891,2026-03-08 23:38:00,2026-03-08,1,merchant_collusion,0.99619238709991,high,1,true_positive,28,0.0006222222222222223,632.35,mobile,credit_card,marketplace,medium,affluent,IT,FR,EUR,1,1,1,1,0,0,0,0,0,1,0,0,0.1908305647840531,0.0070967741935483,0.0389189189189189,3.7888249778695218,5.885575482878571,1,4,CUST_000976,MERCH_000660,DEV_004947,PM_007975,1,1,1,1,28
TXN_000124929,2026-03-24 22:01:21,2026-03-24,1,merchant_collusion,0.9961695727520276,high,1,true_positive,29,0.0006444444444444444,316.87,mobile,wallet,digital_services,high,digital_native,IT,ES,EUR,1,0,0,1,0,0,0,0,0,0,0,0,0.2412461059190031,0.0070967741935483,0.0221538461538461,9.037978661174842,3.5077012642790866,1,4,CUST_007000,MERCH_000910,DEV_007195,PM_006522,1,1,1,1,29
TXN_000149826,2026-03-14 06:04:09,2026-03-14,1,merchant_collusion,0.9960818194532948,high,1,true_positive,30,0.0006666666666666666,162.18,mobile,debit_card,digital_services,high,mass,FR,ES,EUR,1,1,0,1,1,0,0,0,0,0,0,0,0.2067399267399267,0.0079999999999999,0.0067692307692307,4.433691462314443,1.7160304181428172,1,5,CUST_000475,MERCH_001028,DEV_000535,PM_001151,1,1,1,1,30
TXN_000172660,2026-03-13 23:39:08,2026-03-13,1,stolen_card,0.995969556226097,high,1,true_positive,31,0.0006888888888888888,268.27,web,credit_card,digital_services,medium,digital_native,PT,US,EUR,1,1,1,1,0,0,0,0,0,1,0,0,0.0435,0.0173493975903614,0.0659459459459459,12.0818884186823,4.185437620956619,2,4,CUST_008222,MERCH_000427,DEV_000599,PM_010174,1,1,1,1,31
TXN_000159670,2026-03-14 04:52:29,2026-03-14,1,stolen_card,0.9957257439192836,high,1,true_positive,32,0.0007111111111111111,874.29,mobile,debit_card,marketplace,low,mass,ES,ES,EUR,1,1,1,1,0,0,0,0,0,0,0,1,0.0223280423280423,0.0248979591836734,0.0214035087719298,44.99112311848707,7.537810451157225,1,4,CUST_000255,MERCH_000174,DEV_006402,PM_008214,1,1,1,1,32
TXN_000088564,2026-03-20 00:26:45,2026-03-20,1,account_takeover,0.9956809224914908,high,1,true_positive,33,0.0007333333333333333,977.15,web,wallet,electronics,medium,digital_native,DE,DE,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.0207633587786259,0.0266666666666666,0.0252631578947368,22.309498392560734,10.95631702899642,2,5,CUST_007923,MERCH_000758,DEV_006737,PM_004338,1,1,1,1,33
TXN_000186563,2026-03-12 01:57:05,2026-03-12,1,stolen_card,0.9956426781605908,high,1,true_positive,34,0.0007555555555555555,884.19,web,credit_card,marketplace,medium,sme,ES,IT,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.014095238095238,0.0236893203883495,0.0672727272727272,38.77338437888016,7.1124450859060815,1,7,CUST_002167,MERCH_001111,DEV_003002,PM_008724,1,1,1,1,34
TXN_000004632,2026-03-11 23:33:54,2026-03-11,1,merchant_collusion,0.9956306462553164,high,1,true_positive,35,0.0007777777777777777,215.19,web,debit_card,digital_services,high,mass,PT,DE,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.2197818181818181,0.0079999999999999,0.0214925373134328,9.836273515505592,2.1065844765196053,2,5,CUST_003791,MERCH_000566,DEV_003860,PM_002711,1,1,1,1,35
TXN_000029551,2026-03-11 01:12:32,2026-03-11,1,stolen_card,0.9954803418808648,high,1,true_positive,36,0.0008,950.0,web,credit_card,electronics,high,affluent,ES,DE,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.0455593220338983,0.0306382978723404,0.0146666666666666,3.569735579424449,8.449901544496454,1,5,CUST_005590,MERCH_000858,DEV_000994,PM_000096,1,1,1,1,36
TXN_000000677,2026-03-21 21:19:11,2026-03-21,1,merchant_collusion,0.9954064913265644,high,1,true_positive,37,0.0008222222222222222,255.68,web,wallet,digital_services,high,sme,IT,GB,EUR,1,1,1,1,0,0,0,1,0,1,0,1,0.2449350649350649,0.02890756302521,0.0030985915492957,4.788263458462039,2.8988924613121263,2,6,CUST_004157,MERCH_000910,DEV_000781,PM_003275,1,1,1,1,37
TXN_000264385,2026-03-16 21:53:35,2026-03-16,1,merchant_collusion,0.995355375665187,high,1,true_positive,38,0.0008444444444444444,80.38,web,wallet,digital_services,high,digital_native,FR,PT,EUR,1,0,1,1,0,0,0,1,0,1,0,0,0.2073646209386281,0.0560824742268041,0.0533333333333333,4.262767127592709,0.8543347303660656,1,6,CUST_009485,MERCH_001028,DEV_006096,PM_005565,1,1,1,1,38
TXN_000111056,2026-03-21 17:49:49,2026-03-21,1,stolen_card,0.995328191317944,high,1,true_positive,39,0.0008666666666666666,540.62,web,credit_card,digital_services,medium,affluent,FR,FR,EUR,1,1,1,1,0,0,0,0,0,2,0,0,0.072,0.0169444444444444,0.0225925925925925,5.801011574085365,8.491721270739234,1,4,CUST_001533,MERCH_000952,DEV_002217,PM_000906,1,1,1,1,39
TXN_000000061,2026-03-12 01:11:18,2026-03-12,1,stolen_card,0.994900323584322,high,1,true_positive,40,0.0008888888888888889,341.06,mobile,credit_card,digital_services,low,digital_native,FR,US,EUR,1,1,1,1,0,1,1,1,0,0,1,1,0.0367315175097276,0.0884745762711864,0.0327619047619047,6.510682024954511,4.94856944850884,1,7,CUST_003637,MERCH_000764,DEV_000986,PM_007217,1,1,1,1,40
TXN_000160661,2026-03-25 18:16:44,2026-03-25,1,stolen_card,0.9948733791096688,high,1,true_positive,41,0.0009111111111111111,471.47,mobile,credit_card,digital_services,medium,digital_native,FR,US,EUR,1,0,1,1,0,0,0,0,0,0,0,0,0.0338351254480286,0.0102127659574468,0.0151578947368421,8.831042989629495,7.353649341842985,1,5,CUST_004805,MERCH_000523,DEV_003230,PM_003569,1,1,1,1,41
TXN_000095052,2026-03-24 23:58:22,2026-03-24,1,account_takeover,0.9947670122150116,high,1,true_positive,42,0.0009333333333333333,693.23,mobile,credit_card,marketplace,medium,affluent,FR,IT,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.0243934426229508,0.030886075949367,0.0079999999999999,5.508591429382272,7.580022206330109,1,4,CUST_000425,MERCH_000866,DEV_002746,PM_008345,1,1,1,1,42
TXN_000184196,2026-03-09 06:38:35,2026-03-09,1,merchant_collusion,0.9947422734853066,high,1,true_positive,43,0.0009555555555555555,531.1,mobile,credit_card,electronics,medium,mass,DE,ES,EUR,1,1,0,1,0,0,0,0,0,0,0,0,0.187100977198697,0.0122222222222222,0.0146666666666666,13.387763104457546,4.164626371137339,4,3,CUST_008602,MERCH_000066,DEV_002384,PM_009050,1,1,1,1,43
TXN_000243368,2026-03-08 18:49:01,2026-03-08,1,stolen_card,0.9946730327288948,high,1,true_positive,44,0.0009777777777777777,505.3,web,credit_card,travel,high,digital_native,DE,US,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.0261176470588235,0.0334883720930232,0.0438709677419354,12.274763461490954,3.5060638552778998,2,5,CUST_005771,MERCH_000323,DEV_005034,PM_009421,1,1,1,1,44
TXN_000011592,2026-03-24 21:04:31,2026-03-24,1,stolen_card,0.9946530247002872,high,1,true_positive,45,0.001,745.95,mobile,credit_card,digital_services,medium,affluent,ES,DE,EUR,1,1,1,1,0,0,0,2,1,3,0,0,0.0260055096418732,0.016551724137931,0.011578947368421,4.365987256775767,9.5612993996648,2,3,CUST_005029,MERCH_000215,DEV_004261,PM_005661,1,1,1,1,45
TXN_000014195,2026-03-16 00:49:37,2026-03-16,1,stolen_card,0.9945558235200508,high,1,true_positive,46,0.0010222222222222223,734.12,mobile,credit_card,marketplace,high,sme,IT,DE,EUR,1,0,1,1,0,0,0,0,0,1,0,1,0.0480672268907563,0.0051764705882352,0.0084615384615384,4.188082794909885,7.674756168792866,2,5,CUST_006414,MERCH_001062,DEV_002694,PM_006124,1,1,1,1,46
TXN_000206236,2026-03-20 04:43:43,2026-03-20,1,stolen_card,0.9944268211800716,high,1,true_positive,47,0.0010444444444444444,491.52,web,credit_card,electronics,high,affluent,IT,IT,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.0316595744680851,0.0087999999999999,0.0063768115942028,3.742125124131082,4.993332886024009,2,6,CUST_004015,MERCH_001056,DEV_007051,PM_011436,1,1,1,1,47
TXN_000126489,2026-03-26 02:02:06,2026-03-26,1,account_takeover,0.9944122810346744,high,1,true_positive,48,0.0010666666666666667,1200.0,mobile,credit_card,travel,medium,affluent,ES,US,EUR,1,1,1,1,1,1,0,0,0,0,0,0,0.030035587188612,0.0062857142857142,0.0102325581395348,5.860519632740769,9.578251131224487,1,6,CUST_000699,MERCH_000582,DEV_002759,PM_003760,1,1,1,1,48
TXN_000295678,2026-03-20 00:55:11,2026-03-20,1,stolen_card,0.9940382804871892,high,1,true_positive,49,0.0010888888888888888,950.0,web,credit_card,digital_services,medium,sme,IT,FR,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.0476628352490421,0.0132110091743119,0.0066666666666666,7.231403690348593,8.459367877014573,1,7,CUST_001767,MERCH_000821,DEV_000808,PM_001518,1,1,1,1,49
TXN_000161260,2026-03-11 06:37:04,2026-03-11,1,merchant_collusion,0.9939954287723276,high,1,true_positive,50,0.0011111111111111111,199.08,web,credit_card,digital_services,high,mass,FR,IT,EUR,1,0,0,1,0,1,0,1,0,2,0,1,0.2156457564575645,0.0075862068965517,0.0133333333333333,4.560511305064945,2.0531815449397,3,5,CUST_009515,MERCH_000324,DEV_007727,PM_005756,1,1,1,1,50
TXN_000165528,2026-03-12 00:50:02,2026-03-12,1,account_takeover,0.9938481631720348,high,1,true_positive,51,0.0011333333333333334,602.52,mobile,debit_card,marketplace,medium,affluent,ES,ES,EUR,1,1,1,1,1,1,0,0,0,1,1,1,0.0294080996884735,0.0279674796747967,0.0035772357723577,9.231334936953225,6.757061608019419,2,5,CUST_005458,MERCH_001107,DEV_002638,PM_006468,1,1,1,1,51
TXN_000259349,2026-03-08 05:16:29,2026-03-08,1,account_takeover,0.993706553477937,high,1,true_positive,52,0.0011555555555555555,469.2,mobile,credit_card,marketplace,high,sme,IT,PT,EUR,1,0,1,1,0,1,0,1,0,0,0,0,0.0630204081632653,0.0487912087912087,0.04,9.6608334836731,4.763806442442415,1,6,CUST_008429,MERCH_000193,DEV_000904,PM_009485,1,1,1,1,52
TXN_000139992,2026-03-23 04:44:30,2026-03-23,1,stolen_card,0.993610747015663,high,1,true_positive,53,0.0011777777777777778,950.0,mobile,debit_card,marketplace,low,sme,FR,US,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.027051282051282,0.0151578947368421,0.0099999999999999,6.606673435609274,8.403371527171911,2,7,CUST_009032,MERCH_000515,DEV_004435,PM_004707,1,1,1,1,53
TXN_000133611,2026-03-13 03:54:33,2026-03-13,1,stolen_card,0.9936096791321244,high,1,true_positive,54,0.0012,556.16,mobile,credit_card,digital_services,low,sme,PT,ES,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.0301214574898785,0.1518367346938775,0.0554545454545454,8.470718144390412,7.404589205519528,1,6,CUST_003143,MERCH_001200,DEV_001416,PM_007385,1,1,1,1,54
TXN_000019808,2026-03-24 23:32:21,2026-03-24,1,stolen_card,0.9935012403288368,high,1,true_positive,55,0.0012222222222222222,950.0,web,credit_card,marketplace,medium,affluent,FR,FR,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.0225174825174825,0.0125714285714285,0.0266666666666666,8.969495133297857,8.584828260969266,2,3,CUST_007875,MERCH_000912,DEV_002837,PM_009734,1,1,1,1,55
TXN_000138135,2026-03-10 05:14:58,2026-03-10,1,account_takeover,0.9933384634151288,high,1,true_positive,56,0.0012444444444444445,310.01,web,bank_transfer,marketplace,medium,sme,FR,PT,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.0261788617886178,0.0073333333333333,0.0036065573770491,4.505357264244041,4.291523870601804,2,7,CUST_003845,MERCH_000750,DEV_001497,PM_004140,1,1,1,1,56
TXN_000046873,2026-03-22 17:46:35,2026-03-22,1,stolen_card,0.99329044954026,high,1,true_positive,57,0.0012666666666666666,600.24,web,credit_card,marketplace,low,affluent,ES,ES,EUR,1,1,1,1,0,0,0,0,0,1,0,0,0.0323163841807909,0.0031654676258992,0.0234615384615384,6.074126759708212,7.415800510390731,2,4,CUST_005302,MERCH_000757,DEV_001618,PM_011153,1,1,1,1,57
TXN_000011032,2026-03-19 15:14:15,2026-03-19,1,stolen_card,0.9927664572227776,high,1,true_positive,58,0.001288888888888889,950.0,web,credit_card,marketplace,medium,sme,ES,IT,EUR,1,1,1,1,0,0,0,2,0,0,0,2,0.0266666666666666,0.0057142857142857,0.0039999999999999,16.92061306352152,6.879189465409145,2,4,CUST_008264,MERCH_000901,DEV_007005,PM_003318,1,1,1,1,58
TXN_000050104,2026-03-11 04:18:39,2026-03-11,1,account_takeover,0.992289914333371,high,1,true_positive,59,0.0013111111111111112,874.7,mobile,debit_card,marketplace,high,sme,DE,DE,EUR,1,0,1,1,1,1,0,0,0,0,0,0,0.0334920634920634,0.0052380952380952,0.0243999999999999,16.686992545816366,7.009005343522789,0,9,CUST_000782,MERCH_000533,DEV_004699,PM_010549,1,1,1,1,59
TXN_000220600,2026-03-19 05:47:04,2026-03-19,1,stolen_card,0.9922618188197292,high,1,true_positive,60,0.0013333333333333333,950.0,web,credit_card,digital_services,high,affluent,ES,FR,EUR,0,1,1,1,0,1,0,1,0,1,0,0,0.0527007299270073,0.0106666666666666,0.0087999999999999,8.250623546302553,12.566379700479583,2,6,CUST_004375,MERCH_000613,DEV_005240,PM_003342,1,1,1,1,60
TXN_000143507,2026-03-17 13:34:16,2026-03-17,1,stolen_card,0.9917573721354516,high,1,true_positive,61,0.0013555555555555556,312.9,web,credit_card,marketplace,low,digital_native,IT,PT,EUR,1,1,1,1,0,0,0,1,0,1,0,0,0.0156338028169014,0.0274157303370786,0.0065671641791044,20.999202258999908,4.296963511577607,1,3,CUST_007124,MERCH_000331,DEV_006055,PM_007972,1,1,1,1,61
TXN_000136020,2026-03-25 03:05:46,2026-03-25,1,merchant_collusion,0.9916966589380946,high,1,true_positive,62,0.0013777777777777777,337.43,web,credit_card,digital_services,high,digital_native,IT,ES,EUR,1,0,0,1,0,1,0,0,0,0,0,0,0.2327035830618892,0.048,0.0971428571428571,10.523361747972857,3.891613388038529,1,7,CUST_004350,MERCH_000345,DEV_000868,PM_005857,1,1,1,1,62
TXN_000009731,2026-03-22 07:07:23,2026-03-22,1,stolen_card,0.9916729993164654,high,1,true_positive,63,0.0014,814.12,mobile,debit_card,electronics,low,sme,ES,DE,EUR,1,1,1,1,0,0,0,0,0,0,0,0,0.0179888268156424,0.0061971830985915,0.0046808510638297,6.4524245262627,7.872554887364321,2,4,CUST_002404,MERCH_000480,DEV_004015,PM_010449,1,1,1,1,63
