customer_id,txn_count,fraud_count,alert_count,high_risk_count,medium_risk_count,approved_amount_sum,avg_amount,median_amount,avg_fraud_score,max_fraud_score,cross_border_count,geo_mismatch_count,ip_mismatch_count,low_trust_device_count,fraud_rate,alert_rate,high_risk_rate,cross_border_rate,geo_mismatch_rate,ip_mismatch_rate,low_trust_device_rate,customer_segment,home_country,home_city
CUST_007935,10,1,1,1,3,2801.11,280.111,215.28,0.46594816275383255,0.9901971056821784,5,10,4,10,0.1,0.1,0.1,0.5,1.0,0.4,1.0,affluent,FR,Marseille
CUST_007751,3,0,0,0,1,168.86,56.28666666666667,23.2,0.4642913421820087,0.7857900856897422,1,3,2,0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,digital_native,FR,Marseille
CUST_000592,4,1,1,1,1,425.25,106.3125,78.22999999999999,0.46222307571221355,0.9720338699564368,1,4,2,0,0.25,0.25,0.25,0.25,1.0,0.5,0.0,mass,IT,Turin
CUST_004097,5,2,1,1,1,1641.52,328.304,194.71,0.456187341394301,0.9325508747845376,2,5,2,3,0.4,0.2,0.2,0.4,1.0,0.4,0.6,affluent,ES,Sevilla
CUST_008538,4,1,1,1,1,1469.63,367.4075,318.955,0.4506461743876076,0.9855676534967902,1,4,2,4,0.25,0.25,0.25,0.25,1.0,0.5,1.0,sme,ES,Barcelona
CUST_001775,3,0,1,1,0,1021.28,340.4266666666667,162.1,0.44293675337414196,0.9367450327682778,2,3,3,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,affluent,ES,Bilbao
CUST_007956,6,0,1,1,2,2525.32,420.8866666666667,300.88,0.4408176129389436,0.902408611605207,2,6,3,6,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.5,1.0,affluent,ES,Sevilla
CUST_005110,7,1,1,1,1,543.73,77.67571428571429,80.53,0.4345326483333104,0.9309117460989498,5,7,3,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.0,0.42857142857142855,0.14285714285714285,digital_native,IT,Milan
CUST_001352,4,0,0,0,1,404.08,101.02,106.57,0.4317356215480311,0.8728860643388312,2,4,3,3,0.0,0.0,0.0,0.5,1.0,0.75,0.75,digital_native,IT,Rome
CUST_003688,3,1,1,1,0,2062.45,687.4833333333332,696.59,0.4299449200539785,0.9759623553304244,1,3,2,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,sme,ES,Bilbao
CUST_000699,4,1,1,1,0,1710.82,427.705,232.745,0.42952551617466567,0.9944122810346744,2,4,3,4,0.25,0.25,0.25,0.5,1.0,0.75,1.0,affluent,IT,Rome
CUST_003048,4,1,0,0,2,958.8199999999999,239.70499999999998,229.07999999999998,0.4210297768293101,0.889293142006653,2,4,3,2,0.25,0.0,0.0,0.5,1.0,0.75,0.5,affluent,ES,Madrid
CUST_001705,4,1,0,0,1,174.8,43.7,41.08,0.4209986995336178,0.8565731946014808,2,4,2,0,0.25,0.0,0.0,0.5,1.0,0.5,0.0,mass,IT,Turin
CUST_000007,4,1,0,0,2,311.7,77.925,69.405,0.42004125849312346,0.8693891895191485,3,4,2,0,0.25,0.0,0.0,0.75,1.0,0.5,0.0,digital_native,DE,Munich
CUST_005999,4,0,0,0,2,282.46999999999997,70.61749999999999,54.754999999999995,0.4189377981278119,0.872321845478129,1,4,2,0,0.0,0.0,0.0,0.25,1.0,0.5,0.0,digital_native,ES,Valencia
CUST_001917,6,0,2,2,0,1136.79,189.465,127.82499999999999,0.4165543628302734,0.9580805840394522,2,6,2,6,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,affluent,ES,Bilbao
CUST_006360,4,1,1,1,0,1100.4099999999999,275.10249999999996,166.05,0.41564751658613,0.9976144359960094,2,4,1,2,0.25,0.25,0.25,0.5,1.0,0.25,0.5,mass,IT,Rome
CUST_009649,4,0,0,0,1,146.78,36.695,37.644999999999996,0.4130704342392472,0.8724104635011113,4,4,2,0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,mass,ES,Valencia
CUST_008502,6,0,0,0,1,881.78,146.96333333333334,65.195,0.4121340178934347,0.8724188209309726,4,6,2,6,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,digital_native,FR,Marseille
CUST_003918,3,1,0,0,1,1071.49,357.16333333333336,231.61,0.4095597101166801,0.7092827417796443,2,3,2,0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,affluent,ES,Madrid
CUST_000365,5,1,0,0,2,1408.7,281.74,225.81,0.407842434907755,0.8110427675173049,3,5,2,4,0.2,0.0,0.0,0.6,1.0,0.4,0.8,affluent,ES,Valencia
CUST_009485,4,1,1,1,0,568.7199999999999,142.17999999999998,148.005,0.4069317873870862,0.995355375665187,2,4,2,0,0.25,0.25,0.25,0.5,1.0,0.5,0.0,digital_native,ES,Bilbao
CUST_000976,4,2,1,1,0,1455.19,363.7975,394.66999999999996,0.4017272057229423,0.99619238709991,2,4,2,0,0.5,0.25,0.25,0.5,1.0,0.5,0.0,affluent,ES,Madrid
CUST_007852,10,1,0,0,3,792.5699999999999,79.25699999999999,49.565,0.3971729044960394,0.8836864820108383,8,10,5,7,0.1,0.0,0.0,0.8,1.0,0.5,0.7,digital_native,IT,Milan
CUST_000075,3,0,1,1,0,1134.55,378.18333333333334,212.04,0.3967798777680391,0.9667527522011854,1,3,1,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,mass,ES,Madrid
CUST_009973,7,3,1,1,2,1715.6100000000001,245.08714285714288,205.63,0.39369594811648556,0.98976394505063,2,4,3,4,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.5714285714285714,sme,ES,Bilbao
CUST_007041,4,0,1,1,0,695.8299999999999,173.95749999999998,172.20499999999998,0.388627343954301,0.9278110893431234,2,4,2,4,0.0,0.25,0.25,0.5,1.0,0.5,1.0,affluent,IT,Rome
CUST_006404,5,1,1,1,1,1242.4,248.48000000000002,114.74,0.38392628278653657,0.9898433142790032,3,5,2,0,0.2,0.2,0.2,0.6,1.0,0.4,0.0,affluent,DE,Hamburg
CUST_007156,7,1,0,0,3,844.76,120.67999999999999,106.78,0.38219880306989795,0.8544730216082131,3,7,3,5,0.14285714285714285,0.0,0.0,0.42857142857142855,1.0,0.42857142857142855,0.7142857142857143,digital_native,ES,Barcelona
CUST_002287,4,0,1,1,0,839.23,209.8075,105.21000000000001,0.3816467280532601,0.9340144107720684,4,4,2,4,0.0,0.25,0.25,1.0,1.0,0.5,1.0,sme,IT,Rome
CUST_003297,5,1,0,0,2,242.8,48.56,30.06,0.38163485649799633,0.8759916926046235,2,4,2,5,0.2,0.0,0.0,0.4,0.8,0.4,1.0,digital_native,ES,Madrid
CUST_005694,6,0,0,0,2,447.31,74.55166666666666,63.61,0.38136114896388923,0.8861249528912982,2,6,4,3,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.5,digital_native,IT,Rome
CUST_005835,5,0,1,1,1,1627.6299999999999,325.52599999999995,311.15,0.38103691184179767,0.973791064104104,3,5,2,5,0.0,0.2,0.2,0.6,1.0,0.4,1.0,affluent,FR,Paris
CUST_002140,6,1,0,0,2,768.88,128.14666666666668,148.205,0.3786970342058526,0.8956481795914227,5,6,3,6,0.16666666666666666,0.0,0.0,0.8333333333333334,1.0,0.5,1.0,digital_native,IT,Turin
CUST_005927,9,1,0,0,3,1210.78,134.5311111111111,75.18,0.3784600222531361,0.8725303578438347,2,6,4,6,0.1111111111111111,0.0,0.0,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.6666666666666666,digital_native,ES,Barcelona
CUST_004214,3,0,0,0,1,138.29000000000002,46.09666666666667,56.81,0.3780738996177997,0.8976855737643131,2,3,0,3,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,mass,ES,Sevilla
CUST_009584,6,0,0,0,2,777.01,129.50166666666667,115.2,0.37604327431439327,0.7790993606227001,1,6,2,6,0.0,0.0,0.0,0.16666666666666666,1.0,0.3333333333333333,1.0,digital_native,IT,Rome
CUST_000425,8,1,1,1,2,2549.77,318.72125,303.53499999999997,0.3754896285447999,0.9947670122150116,5,8,4,4,0.125,0.125,0.125,0.625,1.0,0.5,0.5,affluent,ES,Madrid
CUST_004413,7,1,1,1,1,702.37,100.33857142857143,81.48,0.3735670644390106,0.9712513278103346,5,7,1,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.0,0.14285714285714285,1.0,digital_native,ES,Sevilla
CUST_001619,7,1,1,1,2,1029.78,147.11142857142858,100.13,0.3725399627531852,0.9621796268990176,5,7,4,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.0,0.5714285714285714,0.0,sme,ES,Sevilla
CUST_008274,4,0,0,0,1,557.4399999999999,139.35999999999999,123.915,0.37106303090486575,0.8481692460307179,1,4,2,4,0.0,0.0,0.0,0.25,1.0,0.5,1.0,digital_native,ES,Madrid
CUST_009481,3,1,1,1,0,882.48,294.16,133.25,0.3662549605876729,0.9912826258832256,1,3,2,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,sme,ES,Madrid
CUST_000340,9,1,2,1,2,2347.9,260.8777777777778,203.42,0.36484274168221104,0.9356155668262548,7,9,3,0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.7777777777777778,1.0,0.3333333333333333,0.0,sme,PT,Lisboa
CUST_003480,5,0,1,1,1,1883.42,376.684,198.33,0.3641220063851112,0.930398309958775,2,4,2,0,0.0,0.2,0.2,0.4,0.8,0.4,0.0,affluent,ES,Madrid
CUST_008692,7,0,1,1,0,578.1700000000001,82.5957142857143,46.37,0.3636208211860947,0.928585805953524,2,6,2,5,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.7142857142857143,mass,ES,Madrid
CUST_003445,6,1,2,2,0,719.4200000000001,119.90333333333335,80.475,0.36206565483218717,0.997304136023504,3,6,4,5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.8333333333333334,digital_native,ES,Valencia
CUST_009246,9,2,2,2,0,2042.46,226.94,142.28,0.36093165243422526,0.9526045531347846,6,8,2,6,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.6666666666666666,affluent,ES,Barcelona
CUST_003613,10,2,3,3,0,2623.55,262.355,132.20499999999998,0.36090311293095223,0.9737266475309236,4,10,4,9,0.2,0.3,0.3,0.4,1.0,0.4,0.9,affluent,ES,Barcelona
CUST_000591,13,1,1,1,3,1000.4,76.95384615384616,71.13,0.35646400697418346,0.9535849004787512,8,13,7,13,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.6153846153846154,1.0,0.5384615384615384,1.0,sme,IT,Milan
CUST_003820,5,0,1,1,1,569.85,113.97,104.99,0.35382366239345064,0.9088962785675888,4,5,2,0,0.0,0.2,0.2,0.8,1.0,0.4,0.0,digital_native,PT,Porto
CUST_005674,3,1,0,0,1,321.44,107.14666666666666,92.98,0.3535743057808171,0.7990759148255071,2,3,0,3,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,affluent,FR,Marseille
CUST_007737,4,0,0,0,1,360.06,90.015,71.985,0.3503815119278246,0.8783108836351258,2,4,1,3,0.0,0.0,0.0,0.5,1.0,0.25,0.75,digital_native,DE,Berlin
CUST_006020,20,1,2,2,3,4864.32,243.21599999999998,174.34,0.34926741462355115,0.9978482336376796,11,20,5,20,0.05,0.1,0.1,0.55,1.0,0.25,1.0,sme,DE,Munich
CUST_008394,11,1,2,2,1,846.96,76.99636363636364,80.2,0.3484640492458087,0.9764186625463932,5,8,4,11,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.7272727272727273,0.36363636363636365,1.0,digital_native,ES,Bilbao
CUST_008427,5,1,0,0,2,822.26,164.452,100.27,0.34815230296010724,0.8740811540392728,4,5,3,4,0.2,0.0,0.0,0.8,1.0,0.6,0.8,digital_native,IT,Turin
CUST_009463,3,1,1,1,0,211.16,70.38666666666667,64.67,0.3473808121566862,0.9766355394285888,3,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,mass,PT,Lisboa
CUST_000148,3,0,1,1,0,530.5,176.83333333333334,182.26,0.34554908921628597,0.9663515060952684,2,3,1,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,affluent,PT,Porto
CUST_008385,3,1,1,1,0,753.3199999999999,251.10666666666665,213.1,0.343832278183931,0.9612728355828852,1,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,mass,PT,Porto
CUST_004343,3,0,0,0,1,522.47,174.15666666666667,171.17,0.3429552319523446,0.8175431284264637,2,3,1,3,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,affluent,ES,Madrid
CUST_004530,6,0,1,1,0,1791.6200000000001,298.60333333333335,256.78000000000003,0.3426495893366544,0.9744214477547726,4,6,3,0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.0,0.5,0.0,affluent,IT,Rome
CUST_007895,3,1,1,1,0,303.74,101.24666666666667,41.57,0.3420558126089783,0.986576012419168,1,1,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,mass,ES,Barcelona
CUST_009269,4,1,1,1,0,388.94,97.235,67.985,0.34181941660600573,0.9601728506760216,2,4,0,0,0.25,0.25,0.25,0.5,1.0,0.0,0.0,sme,ES,Sevilla
CUST_001999,7,2,1,1,1,946.74,135.24857142857144,143.05,0.3402912794542949,0.9252621717342538,6,7,3,0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.8571428571428571,1.0,0.42857142857142855,0.0,digital_native,FR,Lyon
CUST_005590,3,1,1,1,0,1276.0,425.3333333333333,208.76,0.33871481436290257,0.9954803418808648,2,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,affluent,FR,Paris
CUST_004508,8,2,2,2,1,542.91,67.86375,23.815,0.33783567414238524,0.997836108647706,5,8,2,8,0.25,0.25,0.25,0.625,1.0,0.25,1.0,mass,FR,Lyon
CUST_009336,6,0,0,0,2,361.35,60.225,56.665,0.3370060344202394,0.8698177653847564,5,6,2,5,0.0,0.0,0.0,0.8333333333333334,1.0,0.3333333333333333,0.8333333333333334,digital_native,FR,Lyon
CUST_003917,3,0,1,1,0,370.32,123.44,127.32,0.33689764077901807,0.9460565101606324,2,3,1,3,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,mass,PT,Lisboa
CUST_005258,3,1,1,1,0,588.99,196.33,191.81,0.33652815828826,0.983095232010776,1,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,mass,IT,Turin
CUST_004460,4,1,0,0,1,190.4,47.6,35.795,0.33597061535236095,0.8402807814685851,4,4,3,0,0.25,0.0,0.0,1.0,1.0,0.75,0.0,digital_native,IT,Rome
CUST_004725,3,1,1,1,0,660.0799999999999,220.02666666666664,31.58,0.3358765334835225,0.9979898083145532,1,1,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,mass,ES,Bilbao
CUST_004805,6,1,1,1,0,796.1600000000001,132.69333333333336,68.56,0.3353915619876365,0.9948733791096688,4,5,1,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.0,digital_native,ES,Valencia
CUST_000439,7,0,0,0,2,352.11,50.30142857142857,52.64,0.334380214026711,0.8881833100656918,3,7,6,4,0.0,0.0,0.0,0.42857142857142855,1.0,0.8571428571428571,0.5714285714285714,digital_native,ES,Valencia
CUST_006500,4,0,1,1,0,1400.9299999999998,350.23249999999996,385.46,0.3340453774451461,0.9202260889302132,2,4,1,3,0.0,0.25,0.25,0.5,1.0,0.25,0.75,affluent,DE,Berlin
CUST_000359,3,0,1,1,0,763.3100000000001,254.4366666666667,147.3,0.33333573100232844,0.948690431128286,3,3,0,0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,mass,PT,Lisboa
CUST_000403,5,0,0,0,2,840.68,168.136,78.47,0.3320160223578287,0.8302132265643883,1,5,1,1,0.0,0.0,0.0,0.2,1.0,0.2,0.2,digital_native,IT,Milan
CUST_006485,6,0,0,0,1,1099.99,183.33166666666668,173.29500000000002,0.3309545860103133,0.7099030466015741,5,6,1,6,0.0,0.0,0.0,0.8333333333333334,1.0,0.16666666666666666,1.0,sme,DE,Hamburg
CUST_005980,6,0,0,0,2,1738.06,289.6766666666667,294.92499999999995,0.33047484852307984,0.8514445836032615,4,5,2,6,0.0,0.0,0.0,0.6666666666666666,0.8333333333333334,0.3333333333333333,1.0,affluent,FR,Lyon
CUST_009208,4,1,0,0,1,152.19,38.0475,41.545,0.3297009728331448,0.7355843993707786,0,4,2,4,0.25,0.0,0.0,0.0,1.0,0.5,1.0,mass,ES,Madrid
CUST_003204,3,1,1,1,0,1243.15,414.3833333333334,255.61,0.32947531183840567,0.9880389684575076,1,3,2,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,affluent,PT,Braga
CUST_002084,3,0,0,0,0,407.16999999999996,135.72333333333333,63.76,0.3286920427698374,0.5649769729091298,1,2,2,0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,mass,ES,Madrid
CUST_004901,3,1,1,1,0,926.64,308.88,68.51,0.32845388348088383,0.9846194663612262,1,3,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,mass,ES,Barcelona
CUST_009372,3,0,1,1,0,85.16999999999999,28.389999999999997,33.05,0.3279981116683387,0.929391831978297,2,3,1,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,mass,FR,Lyon
CUST_007712,7,1,1,1,1,1047.91,149.70142857142858,54.8,0.327612381838655,0.9399587961883444,6,7,3,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428571,1.0,0.42857142857142855,0.14285714285714285,digital_native,FR,Lyon
CUST_007527,7,0,1,1,1,393.69,56.24142857142857,49.06,0.32597462306272984,0.949966564789122,3,7,3,6,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,1.0,0.42857142857142855,0.8571428571428571,digital_native,DE,Hamburg
CUST_003250,6,0,0,0,1,386.78000000000003,64.46333333333334,48.15,0.32507045360581993,0.8469399555403243,2,6,3,6,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,1.0,mass,ES,Madrid
CUST_008301,3,1,1,1,0,498.23,166.07666666666668,171.13,0.32478099984005016,0.9072527637245568,1,2,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,digital_native,PT,Porto
CUST_000038,3,1,1,1,0,97.21,32.40333333333333,30.05,0.3230189612492727,0.9677412643447648,1,3,1,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,mass,ES,Madrid
CUST_007774,5,1,0,0,1,1973.1299999999999,394.626,299.58,0.3217216265710089,0.8300515319779712,4,5,1,0,0.2,0.0,0.0,0.8,1.0,0.2,0.0,sme,PT,Braga
CUST_004602,12,1,1,1,1,2588.12,215.67666666666665,181.465,0.3209833765141629,0.9346371474619056,10,12,4,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.8333333333333334,1.0,0.3333333333333333,0.08333333333333333,sme,PT,Braga
CUST_004867,3,0,1,1,0,260.57,86.85666666666667,48.87,0.320604900443508,0.9612287080247616,2,3,1,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,mass,DE,Berlin
CUST_008881,8,0,0,0,2,734.37,91.79625,90.195,0.32029031316414425,0.8962606572453978,6,8,3,6,0.0,0.0,0.0,0.75,1.0,0.375,0.75,digital_native,DE,Berlin
CUST_004436,3,0,0,0,1,643.29,214.42999999999998,186.27,0.32003243699985484,0.7520817049149372,3,3,1,0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,affluent,FR,Lyon
CUST_007687,3,0,1,1,0,341.08000000000004,113.69333333333334,23.99,0.3197895573968263,0.9587758479647605,2,3,2,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.0,mass,PT,Braga
CUST_000447,5,0,0,0,2,623.43,124.68599999999999,111.99,0.3193996835824506,0.8380269482781204,4,4,2,0,0.0,0.0,0.0,0.8,0.8,0.4,0.0,sme,FR,Paris
CUST_002644,5,0,1,1,0,303.88,60.775999999999996,61.16,0.3193296976132599,0.9150304091484196,2,5,3,0,0.0,0.2,0.2,0.4,1.0,0.6,0.0,digital_native,ES,Barcelona
CUST_001508,3,0,1,1,0,97.84,32.61333333333334,14.56,0.3189407729358034,0.9562055181532348,3,3,1,0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,mass,DE,Berlin
CUST_004574,3,0,1,1,0,542.4200000000001,180.8066666666667,38.41,0.3173614026629238,0.951714886435562,0,3,1,3,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,mass,ES,Madrid
CUST_009340,5,0,1,1,0,310.47,62.09400000000001,58.82,0.31730355985780534,0.911942013863672,1,2,2,3,0.0,0.2,0.2,0.2,0.4,0.4,0.6,mass,ES,Barcelona
CUST_002440,4,0,1,1,0,206.5,51.625,51.935,0.31522865152525403,0.941405999528236,1,4,2,3,0.0,0.25,0.25,0.25,1.0,0.5,0.75,digital_native,IT,Milan
CUST_009268,5,1,1,1,0,417.91999999999996,83.58399999999999,72.1,0.31474939773190924,0.901165200084776,2,4,2,0,0.2,0.2,0.2,0.4,0.8,0.4,0.0,digital_native,FR,Lyon
CUST_005763,3,0,1,1,0,451.87,150.62333333333333,132.3,0.3147110829159793,0.935785149762604,3,3,0,0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,digital_native,PT,Porto
CUST_006038,3,0,0,0,1,299.1,99.7,77.31,0.3139571661420578,0.8839363795097389,2,3,1,0,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,mass,PT,Braga
